,from_city_id,to_city_id,distance
0,1.0,3.0,133.0
1,3.0,1.0,133.0
2,1.0,6.0,814.0
3,6.0,1.0,814.0
4,1.0,15.0,144.0
5,15.0,1.0,144.0
6,1.0,19.0,120.0
7,19.0,1.0,120.0
8,1.0,20.0,740.0
9,20.0,1.0,740.0
10,1.0,21.0,124.0
11,21.0,1.0,124.0
12,1.0,22.0,108.0
13,22.0,1.0,108.0
14,1.0,24.0,692.0
15,24.0,1.0,692.0
16,2.0,6.0,247.0
17,6.0,2.0,247.0
18,2.0,9.0,204.0
19,9.0,2.0,204.0
20,2.0,15.0,727.0
21,15.0,2.0,727.0
22,2.0,20.0,100.0
23,20.0,2.0,100.0
24,3.0,6.0,834.0
25,6.0,3.0,834.0
26,3.0,10.0,574.0
27,10.0,3.0,574.0
28,3.0,15.0,147.0
29,15.0,3.0,147.0
30,3.0,16.0,667.0
31,16.0,3.0,667.0
32,3.0,19.0,130.0
33,19.0,3.0,130.0
34,3.0,20.0,791.0
35,20.0,3.0,791.0
36,3.0,21.0,236.0
37,21.0,3.0,236.0
38,3.0,22.0,206.0
39,22.0,3.0,206.0
40,3.0,24.0,586.0
41,24.0,3.0,586.0
42,4.0,5.0,216.0
43,5.0,4.0,216.0
44,4.0,17.0,742.0
45,17.0,4.0,742.0
46,4.0,18.0,110.0
47,18.0,4.0,110.0
48,5.0,17.0,604.0
49,17.0,5.0,604.0
50,5.0,18.0,159.0
51,18.0,5.0,159.0
52,6.0,9.0,123.0
53,9.0,6.0,123.0
54,6.0,15.0,535.0
55,15.0,6.0,535.0
56,6.0,20.0,192.0
57,20.0,6.0,192.0
58,6.0,22.0,800.0
59,22.0,6.0,800.0
60,7.0,10.0,287.0
61,10.0,7.0,287.0
62,7.0,16.0,169.0
63,16.0,7.0,169.0
64,7.0,23.0,127.0
65,23.0,7.0,127.0
66,7.0,24.0,388.0
67,24.0,7.0,388.0
68,7.0,25.0,195.0
69,25.0,7.0,195.0
70,8.0,11.0,587.0
71,11.0,8.0,587.0
72,8.0,13.0,718.0
73,13.0,8.0,718.0
74,8.0,14.0,648.0
75,14.0,8.0,648.0
76,8.0,17.0,132.0
77,17.0,8.0,132.0
78,8.0,22.0,616.0
79,22.0,8.0,616.0
80,9.0,15.0,882.0
81,15.0,9.0,882.0
82,9.0,20.0,126.0
83,20.0,9.0,126.0
84,10.0,16.0,113.0
85,16.0,10.0,113.0
86,10.0,19.0,779.0
87,19.0,10.0,779.0
88,10.0,21.0,627.0
89,21.0,10.0,627.0
90,10.0,23.0,129.0
91,23.0,10.0,129.0
92,10.0,24.0,121.0
93,24.0,10.0,121.0
94,10.0,25.0,215.0
95,25.0,10.0,215.0
96,11.0,12.0,129.0
97,12.0,11.0,129.0
98,11.0,13.0,174.0
99,13.0,11.0,174.0
100,11.0,14.0,134.0
101,14.0,11.0,134.0
102,12.0,13.0,176.0
103,13.0,12.0,176.0
104,12.0,14.0,305.0
105,14.0,12.0,305.0
106,13.0,14.0,130.0
107,14.0,13.0,130.0
108,13.0,17.0,617.0
109,17.0,13.0,617.0
110,15.0,19.0,195.0
111,19.0,15.0,195.0
112,15.0,20.0,660.0
113,20.0,15.0,660.0
114,15.0,21.0,203.0
115,21.0,15.0,203.0
116,15.0,22.0,142.0
117,22.0,15.0,142.0
118,15.0,24.0,571.0
119,24.0,15.0,571.0
120,16.0,19.0,822.0
121,19.0,16.0,822.0
122,16.0,23.0,167.0
123,23.0,16.0,167.0
124,16.0,24.0,155.0
125,24.0,16.0,155.0
126,16.0,25.0,162.0
127,25.0,16.0,162.0
128,19.0,21.0,151.0
129,21.0,19.0,151.0
130,19.0,22.0,246.0
131,22.0,19.0,246.0
132,19.0,23.0,922.0
133,23.0,19.0,922.0
134,19.0,24.0,462.0
135,24.0,19.0,462.0
136,19.0,25.0,676.0
137,25.0,19.0,676.0
138,20.0,22.0,851.0
139,22.0,20.0,851.0
140,21.0,22.0,194.0
141,22.0,21.0,194.0
142,21.0,24.0,783.0
143,24.0,21.0,783.0
144,23.0,24.0,227.0
145,24.0,23.0,227.0
146,23.0,25.0,238.0
147,25.0,23.0,238.0
148,24.0,25.0,308.0
149,25.0,24.0,308.0
