id,from,to,label,release,deadline,weight,volume
1,1.0,9.0,priority,0,24,750,3.3
2,1.0,2.0,regular,0,40,790,1.2
3,3.0,8.0,urgent,0,12,1430,3.9
4,4.0,6.0,urgent,0,12,800,3.1
5,4.0,5.0,priority,0,24,780,3.4
6,3.0,8.0,urgent,0,12,910,2.7
7,1.0,5.0,priority,0,24,1700,5.6
8,1.0,4.0,urgent,0,12,1750,6.8
9,3.0,10.0,regular,0,40,1370,5.8
10,7.0,8.0,regular,0,40,750,1.3
11,5.0,9.0,urgent,0,12,1510,6.4
12,4.0,10.0,priority,0,24,1230,4.7
13,5.0,8.0,priority,0,24,890,3.3
14,4.0,7.0,priority,0,24,990,3.8
15,6.0,9.0,priority,0,24,680,0.9
16,5.0,7.0,priority,0,24,1170,4.4
17,1.0,2.0,urgent,0,12,710,3.0
18,1.0,3.0,urgent,0,12,870,4.0
19,8.0,10.0,regular,0,40,750,3.2
20,1.0,5.0,priority,0,24,1010,3.6
21,1.0,9.0,urgent,0,12,620,1.3
22,1.0,2.0,regular,0,40,970,3.3
23,3.0,8.0,regular,0,40,850,2.4
24,1.0,4.0,urgent,0,12,950,3.0
25,3.0,6.0,urgent,0,12,860,3.2
