id,from,to,label,release,deadline,weight,volume
1,6.0,10.0,priority,0,24,940,4.2
2,2.0,4.0,regular,0,40,1360,3.7
3,6.0,10.0,regular,0,40,1030,4.3
4,5.0,6.0,priority,0,24,910,2.7
5,3.0,9.0,regular,0,40,940,2.3
6,6.0,7.0,regular,0,40,1230,3.2
7,6.0,10.0,urgent,0,12,850,2.1
8,4.0,6.0,regular,0,40,770,2.8
9,1.0,8.0,regular,0,40,1380,5.7
10,2.0,8.0,regular,0,40,580,1.9
11,4.0,5.0,priority,0,24,720,3.2
12,1.0,10.0,regular,0,40,1050,4.0
13,4.0,6.0,priority,0,24,810,3.7
14,5.0,9.0,regular,0,40,850,3.2
15,1.0,9.0,regular,0,40,1150,2.7
16,1.0,5.0,urgent,0,12,720,2.7
17,1.0,7.0,priority,0,24,660,2.6
18,4.0,7.0,priority,0,24,1060,4.8
19,2.0,9.0,priority,0,24,1460,3.6
20,6.0,9.0,regular,0,40,1080,3.6
21,3.0,7.0,priority,0,24,670,3.0
22,8.0,10.0,regular,0,40,830,2.6
23,7.0,9.0,priority,0,24,1010,2.5
24,3.0,7.0,regular,0,40,1090,3.7
25,3.0,10.0,regular,0,40,1030,3.0
26,4.0,6.0,priority,0,24,830,2.6
27,7.0,9.0,regular,0,40,800,3.3
28,5.0,6.0,priority,0,24,1090,2.7
29,2.0,3.0,regular,0,40,1060,4.2
30,4.0,5.0,priority,0,24,1440,5.1
31,2.0,3.0,regular,0,40,690,1.6
32,1.0,10.0,regular,0,40,740,2.4
33,2.0,6.0,priority,0,24,770,1.6
34,5.0,9.0,urgent,0,12,1070,3.5
35,2.0,6.0,regular,0,40,610,1.3
36,5.0,8.0,urgent,0,12,1080,3.1
37,4.0,6.0,priority,0,24,1120,2.3
38,1.0,2.0,priority,0,24,1140,3.6
39,3.0,4.0,priority,0,24,990,4.5
40,2.0,9.0,priority,0,24,780,4.0
41,9.0,10.0,regular,0,40,920,3.7
42,7.0,9.0,priority,0,24,720,1.7
43,4.0,7.0,priority,0,24,1530,3.9
44,7.0,9.0,priority,0,24,710,2.1
45,7.0,10.0,regular,0,40,1050,3.5
46,5.0,8.0,priority,0,24,710,2.0
47,4.0,6.0,priority,0,24,980,2.7
48,3.0,4.0,regular,0,40,710,1.4
49,1.0,8.0,urgent,0,12,850,4.2
50,7.0,10.0,regular,0,40,930,3.7
51,2.0,9.0,regular,0,40,790,1.2
52,4.0,10.0,regular,0,40,770,3.9
53,5.0,8.0,priority,0,24,1350,3.3
54,3.0,9.0,priority,0,24,760,2.5
55,8.0,10.0,priority,0,24,880,3.2
56,8.0,9.0,priority,0,24,700,2.7
57,1.0,6.0,regular,0,40,820,2.7
58,5.0,7.0,regular,0,40,700,3.7
59,6.0,10.0,priority,0,24,1030,3.7
60,3.0,5.0,priority,0,24,690,2.0
61,3.0,5.0,regular,0,40,660,3.5
62,5.0,8.0,regular,0,40,800,1.6
63,2.0,3.0,priority,0,24,1410,4.7
64,1.0,8.0,priority,0,24,770,3.3
65,6.0,9.0,regular,0,40,840,3.5
66,8.0,10.0,regular,0,40,980,3.9
67,8.0,10.0,priority,0,24,710,2.5
68,1.0,7.0,priority,0,24,930,4.1
69,5.0,7.0,regular,0,40,940,2.9
70,6.0,9.0,priority,0,24,980,4.4
71,2.0,10.0,regular,0,40,950,3.2
72,2.0,9.0,urgent,0,12,770,1.4
73,4.0,6.0,priority,0,24,710,0.9
74,9.0,10.0,regular,0,40,1650,4.2
75,3.0,5.0,priority,0,24,1170,2.9
76,4.0,9.0,priority,0,24,670,1.1
77,6.0,8.0,priority,0,24,860,2.3
78,3.0,9.0,priority,0,24,870,3.6
79,7.0,10.0,priority,0,24,820,3.5
80,9.0,10.0,priority,0,24,820,2.7
81,4.0,9.0,regular,0,40,850,3.9
82,4.0,10.0,priority,0,24,890,3.1
83,2.0,8.0,priority,0,24,4730,16.5
84,4.0,5.0,regular,0,40,880,4.1
85,6.0,9.0,priority,0,24,1180,2.5
86,6.0,7.0,priority,0,24,750,3.0
87,6.0,8.0,regular,0,40,900,3.5
88,4.0,5.0,regular,0,40,1150,2.7
89,3.0,7.0,urgent,0,12,1070,2.9
90,3.0,7.0,regular,0,40,860,3.6
91,1.0,3.0,priority,0,24,1420,4.2
92,1.0,8.0,urgent,0,12,1080,3.9
93,2.0,6.0,regular,0,40,700,2.3
94,4.0,10.0,regular,0,40,1080,3.6
95,1.0,8.0,priority,0,24,810,3.5
96,7.0,10.0,regular,0,40,860,3.2
97,1.0,8.0,regular,0,40,970,2.4
98,6.0,7.0,priority,0,24,1250,2.7
99,7.0,10.0,priority,0,24,660,1.2
100,3.0,7.0,priority,0,24,910,2.6
