id,from,to,label,release,deadline,weight,volume
1,1.0,3.0,priority,0,24,1520,5.5
2,6.0,10.0,priority,0,24,840,1.8
3,1.0,5.0,urgent,0,12,1750,5.3
4,2.0,7.0,regular,0,40,730,2.0
5,5.0,9.0,priority,0,24,710,1.2
6,5.0,6.0,regular,0,40,850,2.1
7,4.0,10.0,priority,0,24,760,1.3
8,3.0,6.0,regular,0,40,1090,4.8
9,7.0,10.0,regular,0,40,770,1.8
10,3.0,4.0,regular,0,40,1300,3.3
11,2.0,4.0,regular,0,40,1020,2.4
12,6.0,8.0,regular,0,40,750,2.3
13,3.0,4.0,priority,0,24,720,2.8
14,1.0,6.0,priority,0,24,710,3.3
15,3.0,9.0,priority,0,24,790,1.9
16,7.0,9.0,regular,0,40,2050,7.8
17,1.0,6.0,priority,0,24,660,2.0
18,3.0,9.0,priority,0,24,690,1.0
19,2.0,4.0,priority,0,24,820,2.0
20,3.0,4.0,regular,0,40,740,3.5
21,1.0,9.0,priority,0,24,970,4.2
22,4.0,8.0,urgent,0,12,850,2.4
23,6.0,10.0,urgent,0,12,690,2.0
24,4.0,8.0,priority,0,24,1280,3.0
25,4.0,5.0,priority,0,24,870,1.6
26,4.0,7.0,priority,0,24,770,1.1
27,5.0,6.0,regular,0,40,870,1.5
28,6.0,9.0,regular,0,40,1440,6.1
29,6.0,7.0,urgent,0,12,720,2.5
30,6.0,10.0,priority,0,24,1140,3.3
31,8.0,9.0,regular,0,40,1270,3.5
32,4.0,9.0,regular,0,40,750,3.1
33,3.0,5.0,regular,0,40,1210,3.3
34,3.0,8.0,regular,0,40,1110,4.4
35,8.0,9.0,regular,0,40,830,2.1
36,3.0,4.0,regular,0,40,910,3.0
37,3.0,4.0,regular,0,40,870,3.5
38,4.0,7.0,regular,0,40,1290,3.8
39,1.0,9.0,priority,0,24,920,4.3
40,3.0,5.0,regular,0,40,870,4.0
41,3.0,7.0,urgent,0,12,900,3.9
42,4.0,10.0,regular,0,40,1060,2.5
43,3.0,4.0,regular,0,40,590,1.1
44,1.0,5.0,regular,0,40,910,2.6
45,2.0,9.0,priority,0,24,810,2.7
46,2.0,8.0,regular,0,40,770,1.5
47,4.0,5.0,priority,0,24,2330,8.2
48,4.0,5.0,regular,0,40,820,1.3
49,4.0,10.0,regular,0,40,1200,2.9
50,5.0,7.0,urgent,0,12,670,3.5
51,2.0,6.0,regular,0,40,1040,2.6
52,5.0,7.0,regular,0,40,1750,5.3
53,5.0,6.0,urgent,0,12,1120,5.1
54,6.0,7.0,urgent,0,12,740,3.0
55,2.0,4.0,priority,0,24,1540,6.5
56,9.0,10.0,priority,0,24,1940,7.8
57,6.0,7.0,priority,0,24,1160,3.2
58,1.0,6.0,urgent,0,12,930,1.8
59,1.0,7.0,regular,0,40,820,2.0
60,8.0,10.0,urgent,0,12,550,1.8
61,6.0,10.0,regular,0,40,710,1.4
62,7.0,8.0,priority,0,24,1110,2.9
63,3.0,5.0,urgent,0,12,840,1.4
64,1.0,2.0,regular,0,40,630,2.1
65,4.0,8.0,priority,0,24,680,1.7
66,1.0,5.0,urgent,0,12,1000,4.6
67,1.0,2.0,regular,0,40,950,4.1
68,4.0,8.0,urgent,0,12,1440,4.7
69,3.0,9.0,regular,0,40,830,3.4
70,3.0,5.0,regular,0,40,800,3.4
71,2.0,3.0,urgent,0,12,940,2.4
72,2.0,3.0,urgent,0,12,710,1.0
73,5.0,8.0,regular,0,40,880,3.5
74,2.0,8.0,priority,0,24,1080,4.4
75,6.0,10.0,priority,0,24,620,3.1
76,7.0,9.0,urgent,0,12,760,2.8
77,6.0,9.0,priority,0,24,870,1.5
78,8.0,9.0,regular,0,40,870,2.9
79,1.0,6.0,urgent,0,12,1040,3.4
80,2.0,6.0,urgent,0,12,970,3.9
81,7.0,8.0,regular,0,40,1180,3.1
82,4.0,10.0,priority,0,24,1840,4.9
83,3.0,6.0,priority,0,24,940,2.6
84,1.0,7.0,regular,0,40,740,1.5
85,1.0,3.0,regular,0,40,1060,3.6
86,3.0,5.0,priority,0,24,810,2.9
87,3.0,5.0,regular,0,40,1820,5.5
88,1.0,5.0,priority,0,24,1040,4.2
89,4.0,9.0,priority,0,24,810,2.6
90,8.0,9.0,priority,0,24,1190,5.3
91,8.0,9.0,regular,0,40,700,2.5
92,1.0,10.0,regular,0,40,1650,4.5
93,5.0,9.0,regular,0,40,1090,3.3
94,5.0,6.0,priority,0,24,1260,4.8
95,1.0,6.0,urgent,0,12,900,2.5
96,1.0,7.0,priority,0,24,1170,5.2
97,7.0,8.0,regular,0,40,820,1.7
98,6.0,7.0,urgent,0,12,850,2.6
99,7.0,9.0,regular,0,40,1200,2.7
100,4.0,10.0,priority,0,24,940,3.9
