id,from,to,label,release,deadline,weight,volume
1,2.0,5.0,priority,0,24,660,2.0
2,1.0,7.0,priority,0,24,1620,5.5
3,4.0,6.0,priority,0,24,1110,3.0
4,2.0,4.0,priority,0,24,700,1.4
5,5.0,10.0,priority,0,24,1190,3.2
6,5.0,10.0,regular,0,40,1120,3.7
7,8.0,10.0,regular,0,40,930,4.5
8,1.0,3.0,urgent,0,12,900,2.0
9,6.0,10.0,regular,0,40,760,2.3
10,3.0,5.0,priority,0,24,970,4.4
11,5.0,7.0,priority,0,24,730,1.6
12,5.0,10.0,regular,0,40,820,1.3
13,1.0,4.0,priority,0,24,1190,3.9
14,7.0,9.0,regular,0,40,1100,3.1
15,1.0,7.0,urgent,0,12,1170,2.8
16,5.0,8.0,regular,0,40,1870,6.1
17,1.0,4.0,urgent,0,12,1120,3.1
18,5.0,10.0,priority,0,24,810,3.5
19,3.0,4.0,regular,0,40,960,2.0
20,7.0,9.0,urgent,0,12,1320,3.4
21,6.0,10.0,priority,0,24,890,2.0
22,5.0,7.0,priority,0,24,1000,4.5
23,8.0,10.0,priority,0,24,1560,4.0
24,2.0,8.0,regular,0,40,1100,5.0
25,3.0,9.0,regular,0,40,950,2.3
26,2.0,6.0,priority,0,24,740,3.0
27,4.0,10.0,regular,0,40,1220,3.5
28,7.0,8.0,regular,0,40,1700,6.6
29,1.0,9.0,priority,0,24,700,1.1
30,4.0,5.0,urgent,0,12,710,1.2
31,6.0,7.0,regular,0,40,890,2.2
32,2.0,6.0,regular,0,40,770,3.0
33,8.0,9.0,regular,0,40,950,3.1
34,2.0,7.0,priority,0,24,740,3.4
35,1.0,9.0,urgent,0,12,720,2.4
36,4.0,9.0,regular,0,40,700,1.7
37,1.0,3.0,priority,0,24,1200,2.8
38,1.0,6.0,priority,0,24,1410,4.0
39,3.0,6.0,regular,0,40,1120,4.7
40,9.0,10.0,priority,0,24,840,1.7
41,3.0,8.0,priority,0,24,1010,1.9
42,6.0,10.0,regular,0,40,700,3.0
43,1.0,10.0,regular,0,40,1120,2.5
44,1.0,6.0,priority,0,24,940,2.1
45,2.0,9.0,regular,0,40,1280,5.5
46,2.0,4.0,priority,0,24,530,2.3
47,5.0,6.0,regular,0,40,600,0.7
48,5.0,9.0,urgent,0,12,910,1.7
49,9.0,10.0,priority,0,24,940,3.8
50,3.0,8.0,priority,0,24,1010,4.6
