id,from,to,label,release,deadline,weight,volume
1,9.0,10.0,regular,0,40,610,0.6
2,8.0,9.0,urgent,0,12,850,4.1
3,5.0,8.0,urgent,0,12,910,1.6
4,5.0,9.0,priority,0,24,1160,2.5
5,3.0,6.0,priority,0,24,720,2.4
6,6.0,7.0,urgent,0,12,1050,4.1
7,4.0,9.0,urgent,0,12,650,2.2
8,4.0,8.0,priority,0,24,870,2.7
9,3.0,8.0,priority,0,24,1250,3.1
10,1.0,5.0,priority,0,24,1050,4.8
11,2.0,7.0,urgent,0,12,730,2.5
12,4.0,5.0,priority,0,24,760,3.5
13,3.0,4.0,regular,0,40,1070,3.9
14,7.0,10.0,urgent,0,12,1720,6.1
15,1.0,2.0,priority,0,24,900,1.7
16,4.0,7.0,urgent,0,12,910,2.4
17,2.0,4.0,regular,0,40,700,2.3
18,3.0,7.0,urgent,0,12,850,1.6
19,2.0,8.0,urgent,0,12,900,3.8
20,3.0,6.0,priority,0,24,820,1.9
21,4.0,10.0,priority,0,24,980,3.5
22,1.0,8.0,priority,0,24,760,2.3
23,6.0,10.0,priority,0,24,1210,5.3
24,6.0,7.0,priority,0,24,960,4.4
25,1.0,10.0,urgent,0,12,720,3.3
