id,from,to,label,release,deadline,weight,volume
1,6.0,8.0,priority,0,24,1300,4.4
2,4.0,6.0,priority,0,24,1090,3.7
3,3.0,4.0,priority,0,24,1170,4.2
4,8.0,9.0,regular,0,40,740,1.8
5,5.0,6.0,regular,0,40,940,1.8
6,7.0,10.0,regular,0,40,870,3.2
7,1.0,7.0,regular,0,40,920,3.1
8,6.0,7.0,priority,0,24,1180,3.9
9,2.0,4.0,regular,0,40,570,3.0
10,1.0,7.0,priority,0,24,980,4.3
11,1.0,8.0,priority,0,24,1680,6.9
12,2.0,7.0,regular,0,40,690,2.3
13,1.0,9.0,regular,0,40,1160,3.1
14,2.0,3.0,regular,0,40,760,3.2
15,9.0,10.0,regular,0,40,810,3.7
16,1.0,9.0,regular,0,40,1670,6.9
17,9.0,10.0,regular,0,40,730,3.2
18,2.0,3.0,regular,0,40,910,2.8
19,1.0,2.0,priority,0,24,860,1.7
20,3.0,8.0,regular,0,40,870,3.9
21,4.0,8.0,priority,0,24,660,1.5
22,6.0,10.0,priority,0,24,1140,3.5
23,5.0,7.0,regular,0,40,680,1.3
24,2.0,10.0,priority,0,24,860,2.8
25,1.0,4.0,priority,0,24,1700,5.1
26,8.0,10.0,priority,0,24,1010,2.8
27,1.0,2.0,regular,0,40,1330,5.4
28,8.0,9.0,priority,0,24,880,2.4
29,4.0,9.0,priority,0,24,720,3.2
30,2.0,8.0,regular,0,40,1050,4.1
31,7.0,10.0,regular,0,40,910,2.5
32,5.0,7.0,regular,0,40,2110,8.3
33,4.0,9.0,regular,0,40,1120,3.1
34,4.0,8.0,priority,0,24,990,3.3
35,5.0,6.0,priority,0,24,680,2.1
36,1.0,4.0,priority,0,24,720,3.1
37,3.0,5.0,priority,0,24,710,1.0
38,2.0,3.0,regular,0,40,720,3.4
39,3.0,10.0,urgent,0,12,1370,3.3
40,5.0,9.0,regular,0,40,880,4.2
41,1.0,2.0,regular,0,40,690,1.2
42,5.0,7.0,urgent,0,12,950,2.6
43,2.0,4.0,regular,0,40,1270,3.4
44,1.0,5.0,regular,0,40,1710,4.3
45,2.0,3.0,priority,0,24,1090,2.3
46,5.0,7.0,regular,0,40,900,2.5
47,1.0,9.0,priority,0,24,630,3.3
48,1.0,7.0,priority,0,24,780,1.5
49,5.0,9.0,regular,0,40,830,2.6
50,5.0,9.0,priority,0,24,1510,5.6
