id,from,to,label,release,deadline,weight,volume
1,5.0,12.0,priority,0,24,670,1.2
2,11.0,17.0,urgent,0,12,1190,3.7
3,14.0,18.0,regular,0,40,710,2.0
4,16.0,25.0,regular,0,40,760,1.7
5,4.0,19.0,priority,0,24,770,1.1
6,15.0,20.0,priority,0,24,720,1.5
7,5.0,13.0,urgent,0,12,1070,2.5
8,14.0,24.0,regular,0,40,1210,3.7
9,9.0,11.0,urgent,0,12,550,1.5
10,11.0,22.0,regular,0,40,620,2.3
11,13.0,17.0,regular,0,40,890,2.0
12,4.0,16.0,priority,0,24,800,2.1
13,7.0,11.0,urgent,0,12,1420,5.6
14,1.0,12.0,regular,0,40,1200,4.8
15,5.0,17.0,urgent,0,12,650,2.0
16,9.0,14.0,regular,0,40,700,3.1
17,3.0,7.0,urgent,0,12,1100,4.4
18,4.0,21.0,regular,0,40,1120,4.7
19,1.0,4.0,urgent,0,12,880,1.5
20,3.0,17.0,urgent,0,12,910,1.6
21,12.0,25.0,priority,0,24,880,1.6
22,9.0,16.0,regular,0,40,870,2.9
23,12.0,24.0,priority,0,24,640,3.0
24,5.0,21.0,priority,0,24,950,2.3
25,24.0,25.0,urgent,0,12,1470,5.7
26,1.0,21.0,regular,0,40,1490,5.4
27,12.0,19.0,regular,0,40,760,3.8
28,5.0,25.0,regular,0,40,920,2.1
29,7.0,16.0,urgent,0,12,950,3.3
30,3.0,20.0,priority,0,24,850,3.6
31,9.0,11.0,regular,0,40,700,2.3
32,2.0,22.0,priority,0,24,1100,3.2
33,2.0,21.0,regular,0,40,890,3.9
34,17.0,24.0,urgent,0,12,1440,6.2
35,4.0,17.0,priority,0,24,880,2.8
36,16.0,17.0,priority,0,24,1210,4.8
37,7.0,21.0,priority,0,24,920,1.7
38,7.0,20.0,priority,0,24,980,2.9
39,8.0,12.0,priority,0,24,800,3.0
40,4.0,7.0,priority,0,24,1000,3.4
41,1.0,23.0,urgent,0,12,1540,5.9
42,4.0,13.0,urgent,0,12,590,1.5
43,2.0,10.0,urgent,0,12,630,0.8
44,5.0,16.0,regular,0,40,980,3.9
45,3.0,22.0,urgent,0,12,830,4.0
46,15.0,18.0,priority,0,24,720,1.5
47,10.0,16.0,urgent,0,12,1110,2.3
48,19.0,22.0,regular,0,40,1550,6.1
49,2.0,20.0,urgent,0,12,610,1.9
50,10.0,12.0,urgent,0,12,1320,5.5
51,1.0,18.0,urgent,0,12,680,1.3
52,17.0,18.0,regular,0,40,1140,3.1
53,2.0,19.0,urgent,0,12,980,4.0
54,12.0,22.0,urgent,0,12,840,4.1
55,7.0,11.0,regular,0,40,1200,4.6
56,1.0,17.0,urgent,0,12,1910,6.2
57,1.0,7.0,regular,0,40,890,4.2
58,5.0,16.0,regular,0,40,720,2.8
59,7.0,20.0,priority,0,24,690,1.5
60,2.0,9.0,regular,0,40,1130,3.4
