id,from,to,label,release,deadline,weight,volume
1,2.0,3.0,urgent,0,12,780,1.8
2,21.0,25.0,priority,0,24,680,1.5
3,9.0,18.0,regular,0,40,960,3.2
4,12.0,18.0,regular,0,40,900,1.6
5,4.0,25.0,priority,0,24,850,3.4
6,23.0,24.0,priority,0,24,820,3.3
7,18.0,23.0,regular,0,40,700,1.1
8,9.0,18.0,urgent,0,12,700,3.2
9,11.0,16.0,regular,0,40,2970,8.8
10,13.0,24.0,priority,0,24,860,2.8
11,6.0,22.0,priority,0,24,990,2.6
12,5.0,13.0,urgent,0,12,800,1.2
13,12.0,25.0,priority,0,24,830,2.7
14,4.0,7.0,regular,0,40,760,2.5
15,12.0,17.0,regular,0,40,900,3.5
16,14.0,18.0,priority,0,24,900,1.9
17,6.0,19.0,regular,0,40,880,4.2
18,4.0,21.0,urgent,0,12,1980,6.8
19,2.0,16.0,regular,0,40,1320,3.9
20,13.0,20.0,urgent,0,12,720,2.4
21,3.0,10.0,urgent,0,12,810,1.5
22,19.0,22.0,priority,0,24,1470,3.7
23,22.0,24.0,regular,0,40,820,2.8
24,11.0,22.0,urgent,0,12,1060,3.7
25,5.0,8.0,priority,0,24,830,4.1
26,6.0,8.0,priority,0,24,810,1.8
27,15.0,22.0,urgent,0,12,850,2.0
28,14.0,16.0,regular,0,40,1000,2.4
29,11.0,18.0,urgent,0,12,940,4.3
30,6.0,10.0,regular,0,40,750,3.5
31,7.0,15.0,urgent,0,12,630,3.3
32,7.0,16.0,urgent,0,12,1010,3.0
33,11.0,19.0,priority,0,24,730,2.9
34,22.0,23.0,regular,0,40,1140,3.6
35,15.0,23.0,urgent,0,12,890,3.5
36,16.0,19.0,urgent,0,12,1090,2.9
37,3.0,4.0,urgent,0,12,740,2.4
38,22.0,25.0,priority,0,24,1050,2.9
39,10.0,23.0,priority,0,24,820,3.0
40,11.0,22.0,regular,0,40,1030,3.4
41,3.0,9.0,regular,0,40,1030,3.8
42,4.0,23.0,priority,0,24,1380,4.6
43,11.0,25.0,regular,0,40,830,2.6
44,22.0,23.0,urgent,0,12,970,3.8
45,20.0,21.0,urgent,0,12,870,2.9
46,3.0,21.0,urgent,0,12,1070,3.6
47,7.0,18.0,priority,0,24,980,2.9
48,20.0,23.0,priority,0,24,800,2.9
49,5.0,24.0,regular,0,40,1160,4.8
50,19.0,22.0,priority,0,24,900,4.1
51,2.0,11.0,urgent,0,12,1020,2.5
52,1.0,14.0,regular,0,40,1210,4.1
53,1.0,21.0,regular,0,40,680,1.8
54,7.0,8.0,priority,0,24,700,1.3
55,15.0,17.0,priority,0,24,840,3.6
56,11.0,21.0,urgent,0,12,1470,5.2
57,9.0,21.0,urgent,0,12,840,2.4
58,14.0,25.0,priority,0,24,860,3.3
59,6.0,23.0,priority,0,24,1040,4.7
60,14.0,18.0,priority,0,24,960,3.2
61,9.0,15.0,regular,0,40,740,3.0
62,1.0,5.0,priority,0,24,1420,5.0
63,5.0,25.0,priority,0,24,720,1.3
64,3.0,11.0,priority,0,24,790,3.3
65,9.0,12.0,urgent,0,12,670,2.3
66,9.0,16.0,regular,0,40,950,2.2
67,2.0,14.0,regular,0,40,710,1.7
68,3.0,4.0,regular,0,40,870,3.8
69,13.0,20.0,urgent,0,12,750,3.6
70,7.0,8.0,urgent,0,12,670,1.7
71,23.0,24.0,priority,0,24,760,1.9
72,11.0,12.0,urgent,0,12,790,2.8
73,1.0,22.0,priority,0,24,970,2.7
74,12.0,25.0,urgent,0,12,1020,2.7
75,8.0,9.0,priority,0,24,1060,4.9
76,4.0,24.0,regular,0,40,780,1.7
77,6.0,14.0,regular,0,40,1060,2.7
78,6.0,21.0,regular,0,40,730,1.9
79,19.0,24.0,priority,0,24,730,1.1
80,1.0,6.0,priority,0,24,630,3.2
81,2.0,13.0,urgent,0,12,1300,2.9
82,10.0,11.0,regular,0,40,660,3.4
83,7.0,10.0,priority,0,24,670,2.8
84,3.0,6.0,regular,0,40,1410,5.1
85,10.0,21.0,priority,0,24,790,2.0
86,14.0,25.0,urgent,0,12,650,0.7
87,1.0,10.0,urgent,0,12,1820,4.8
88,21.0,24.0,regular,0,40,810,2.7
89,2.0,8.0,regular,0,40,870,2.6
90,13.0,22.0,priority,0,24,1490,4.7
91,4.0,7.0,priority,0,24,990,4.7
92,14.0,21.0,priority,0,24,1410,5.5
93,3.0,23.0,urgent,0,12,1100,4.0
94,9.0,17.0,regular,0,40,1500,6.4
95,9.0,24.0,regular,0,40,830,3.0
96,4.0,11.0,regular,0,40,860,1.5
97,6.0,9.0,urgent,0,12,1200,5.3
98,10.0,16.0,priority,0,24,650,2.6
99,22.0,25.0,priority,0,24,1120,4.8
100,11.0,20.0,urgent,0,12,640,3.4
