id,from,to,label,release,deadline,weight,volume
1,5.0,10.0,urgent,0,12,830,3.3
2,19.0,21.0,priority,0,24,1220,5.0
3,8.0,23.0,regular,0,40,770,3.0
4,3.0,23.0,regular,0,40,1320,3.1
5,9.0,16.0,regular,0,40,1900,5.6
6,20.0,24.0,priority,0,24,720,1.7
7,12.0,13.0,regular,0,40,680,2.3
8,2.0,11.0,priority,0,24,1000,1.9
9,10.0,18.0,regular,0,40,2300,8.4
10,1.0,14.0,priority,0,24,670,3.3
11,18.0,19.0,urgent,0,12,940,2.0
12,10.0,24.0,regular,0,40,750,1.4
13,3.0,17.0,priority,0,24,700,3.2
14,9.0,15.0,regular,0,40,1580,6.4
15,8.0,18.0,urgent,0,12,620,2.2
16,13.0,16.0,regular,0,40,1440,3.5
17,17.0,22.0,urgent,0,12,1020,4.8
18,6.0,25.0,regular,0,40,1590,4.1
19,4.0,25.0,regular,0,40,890,3.7
20,5.0,16.0,urgent,0,12,830,1.8
21,1.0,20.0,urgent,0,12,2000,7.6
22,6.0,23.0,regular,0,40,1090,3.1
23,12.0,21.0,urgent,0,12,730,3.7
24,19.0,24.0,regular,0,40,730,3.8
25,8.0,22.0,urgent,0,12,980,2.7
26,2.0,9.0,priority,0,24,1410,6.0
27,10.0,17.0,regular,0,40,950,2.4
28,17.0,21.0,priority,0,24,850,1.8
29,19.0,21.0,regular,0,40,840,1.6
30,3.0,20.0,regular,0,40,950,3.2
31,21.0,25.0,priority,0,24,730,3.7
32,7.0,18.0,priority,0,24,960,4.4
33,1.0,22.0,regular,0,40,910,3.5
34,8.0,19.0,priority,0,24,930,2.3
35,7.0,14.0,priority,0,24,780,1.9
36,8.0,11.0,regular,0,40,1020,3.9
37,8.0,18.0,urgent,0,12,750,2.5
38,8.0,13.0,priority,0,24,860,2.2
39,17.0,22.0,priority,0,24,700,3.2
40,7.0,11.0,priority,0,24,1180,4.3
41,13.0,16.0,urgent,0,12,1140,4.9
42,5.0,9.0,urgent,0,12,640,1.3
43,2.0,16.0,urgent,0,12,1900,7.0
44,19.0,25.0,priority,0,24,1230,3.9
45,8.0,12.0,regular,0,40,1080,3.0
46,4.0,21.0,priority,0,24,1360,5.9
47,3.0,21.0,regular,0,40,960,3.3
48,7.0,9.0,regular,0,40,920,3.6
49,10.0,14.0,priority,0,24,1070,4.1
50,16.0,19.0,priority,0,24,1730,5.7
51,2.0,6.0,regular,0,40,1290,3.9
52,5.0,15.0,urgent,0,12,990,4.0
53,4.0,5.0,priority,0,24,750,3.5
54,11.0,15.0,regular,0,40,2730,7.7
55,20.0,25.0,regular,0,40,980,2.3
56,4.0,22.0,regular,0,40,650,2.6
57,17.0,22.0,regular,0,40,910,2.6
58,5.0,25.0,priority,0,24,1980,7.5
59,11.0,24.0,regular,0,40,750,1.7
60,2.0,13.0,regular,0,40,900,3.0
61,1.0,17.0,urgent,0,12,1530,6.2
62,13.0,25.0,priority,0,24,1090,3.9
63,10.0,20.0,priority,0,24,1650,4.9
64,2.0,17.0,priority,0,24,860,3.7
65,9.0,14.0,urgent,0,12,1060,3.1
66,17.0,23.0,priority,0,24,700,2.5
67,11.0,13.0,priority,0,24,950,3.1
68,1.0,3.0,regular,0,40,760,3.5
69,1.0,12.0,regular,0,40,730,3.2
70,11.0,18.0,regular,0,40,760,1.5
71,10.0,22.0,priority,0,24,1110,4.0
72,9.0,24.0,priority,0,24,1090,4.6
73,3.0,7.0,urgent,0,12,1010,2.7
74,11.0,20.0,priority,0,24,780,3.0
75,5.0,19.0,regular,0,40,1180,4.9
76,3.0,11.0,priority,0,24,910,1.6
77,11.0,21.0,urgent,0,12,700,1.1
78,4.0,23.0,regular,0,40,690,3.7
79,3.0,9.0,urgent,0,12,800,1.6
80,1.0,20.0,priority,0,24,670,1.2
81,14.0,20.0,priority,0,24,900,1.7
82,9.0,19.0,priority,0,24,660,1.5
83,4.0,21.0,urgent,0,12,790,2.8
84,4.0,6.0,regular,0,40,990,2.4
85,6.0,24.0,priority,0,24,820,2.4
86,13.0,25.0,urgent,0,12,1120,3.9
87,12.0,23.0,regular,0,40,880,2.1
88,11.0,12.0,regular,0,40,730,3.2
