id,from,to,label,release,deadline,weight,volume
1,5.0,15.0,urgent,0,12,1450,6.2
2,2.0,23.0,priority,0,24,1130,4.2
3,17.0,19.0,regular,0,40,880,2.5
4,6.0,9.0,regular,0,40,1120,4.5
5,14.0,18.0,regular,0,40,850,4.1
6,19.0,20.0,regular,0,40,1380,4.9
7,9.0,25.0,urgent,0,12,850,1.5
8,12.0,20.0,regular,0,40,1250,4.4
9,2.0,12.0,regular,0,40,810,2.0
10,3.0,25.0,regular,0,40,1050,3.0
11,7.0,9.0,regular,0,40,840,1.6
12,6.0,25.0,priority,0,24,1720,4.6
13,3.0,9.0,regular,0,40,810,2.6
14,11.0,20.0,regular,0,40,800,2.8
15,2.0,12.0,regular,0,40,760,1.3
16,13.0,20.0,regular,0,40,830,2.3
17,13.0,25.0,urgent,0,12,680,2.5
18,7.0,18.0,regular,0,40,1190,5.1
19,3.0,17.0,priority,0,24,1130,3.6
20,18.0,19.0,regular,0,40,680,1.0
21,20.0,21.0,regular,0,40,1080,4.3
22,11.0,18.0,priority,0,24,890,4.3
23,15.0,20.0,priority,0,24,790,3.2
24,4.0,17.0,regular,0,40,590,2.4
25,23.0,25.0,regular,0,40,890,3.0
26,4.0,19.0,urgent,0,12,660,1.2
27,20.0,22.0,regular,0,40,950,3.5
28,17.0,18.0,priority,0,24,700,1.4
29,3.0,24.0,regular,0,40,830,2.7
30,8.0,20.0,priority,0,24,860,4.1
31,1.0,22.0,regular,0,40,970,4.2
32,2.0,9.0,urgent,0,12,910,3.5
33,3.0,5.0,regular,0,40,900,1.6
34,1.0,8.0,priority,0,24,980,4.1
35,12.0,15.0,priority,0,24,700,3.1
36,21.0,25.0,regular,0,40,970,3.0
37,11.0,15.0,priority,0,24,740,2.0
38,4.0,18.0,regular,0,40,800,2.8
39,11.0,25.0,urgent,0,12,1120,3.9
40,18.0,19.0,urgent,0,12,840,2.1
41,13.0,16.0,priority,0,24,780,1.5
42,5.0,14.0,priority,0,24,1040,4.1
43,15.0,22.0,priority,0,24,700,2.5
44,15.0,21.0,regular,0,40,1300,4.6
45,4.0,11.0,priority,0,24,970,4.4
46,3.0,17.0,priority,0,24,1090,3.5
47,20.0,23.0,priority,0,24,1470,5.4
48,1.0,12.0,priority,0,24,680,2.1
49,4.0,19.0,regular,0,40,820,1.9
50,11.0,24.0,regular,0,40,670,2.3
51,6.0,7.0,regular,0,40,700,2.9
52,7.0,25.0,regular,0,40,920,3.8
53,6.0,17.0,priority,0,24,690,1.1
54,8.0,11.0,priority,0,24,980,2.8
55,4.0,13.0,priority,0,24,870,1.7
56,13.0,16.0,regular,0,40,1950,6.3
57,10.0,19.0,priority,0,24,920,3.9
58,14.0,20.0,regular,0,40,1070,4.9
59,13.0,22.0,regular,0,40,900,4.3
60,9.0,25.0,priority,0,24,740,1.9
