id,from,to,label,release,deadline,weight,volume
1,4.0,13.0,priority,0,24,840,4.1
2,10.0,14.0,priority,0,24,1260,3.0
3,4.0,20.0,urgent,0,12,630,1.0
4,10.0,18.0,regular,0,40,980,1.9
5,5.0,13.0,regular,0,40,1100,3.4
6,1.0,6.0,priority,0,24,1380,5.1
7,3.0,15.0,priority,0,24,1060,3.8
8,1.0,11.0,priority,0,24,1090,2.3
9,3.0,18.0,regular,0,40,1270,4.7
10,18.0,23.0,regular,0,40,990,2.2
11,9.0,14.0,regular,0,40,800,3.1
12,12.0,19.0,regular,0,40,1380,3.3
13,4.0,12.0,regular,0,40,840,2.9
14,14.0,24.0,regular,0,40,1100,3.2
15,14.0,25.0,priority,0,24,840,2.7
16,8.0,14.0,priority,0,24,630,1.9
17,13.0,25.0,regular,0,40,1000,3.9
18,1.0,13.0,priority,0,24,780,3.9
19,1.0,20.0,regular,0,40,1760,6.6
20,9.0,10.0,priority,0,24,930,2.2
21,16.0,18.0,regular,0,40,1910,7.5
22,24.0,25.0,regular,0,40,850,2.8
23,10.0,14.0,regular,0,40,1080,5.0
24,18.0,21.0,urgent,0,12,1340,3.1
25,9.0,22.0,priority,0,24,790,3.3
26,12.0,14.0,regular,0,40,710,3.0
27,7.0,22.0,urgent,0,12,1860,6.2
28,10.0,23.0,priority,0,24,980,3.3
29,17.0,22.0,priority,0,24,950,4.2
30,12.0,19.0,regular,0,40,880,4.2
31,3.0,12.0,regular,0,40,730,2.5
32,11.0,17.0,regular,0,40,1180,3.3
33,18.0,20.0,priority,0,24,1010,4.3
34,10.0,11.0,priority,0,24,700,3.6
35,1.0,6.0,regular,0,40,720,1.0
36,12.0,19.0,regular,0,40,1150,3.8
37,22.0,25.0,priority,0,24,1460,4.7
38,9.0,24.0,regular,0,40,930,3.4
39,2.0,8.0,priority,0,24,1050,3.1
40,7.0,25.0,regular,0,40,750,1.1
41,17.0,24.0,priority,0,24,730,3.3
42,22.0,24.0,priority,0,24,880,4.2
43,7.0,18.0,priority,0,24,1130,3.1
44,5.0,8.0,urgent,0,12,650,1.4
45,2.0,16.0,regular,0,40,880,3.3
46,3.0,19.0,regular,0,40,1490,5.0
47,8.0,20.0,urgent,0,12,770,2.6
48,2.0,17.0,regular,0,40,900,3.2
49,17.0,18.0,priority,0,24,850,3.8
50,10.0,22.0,priority,0,24,600,1.7
51,11.0,21.0,priority,0,24,1000,3.8
52,18.0,23.0,regular,0,40,1100,4.8
53,1.0,17.0,regular,0,40,1260,3.4
54,17.0,21.0,regular,0,40,810,1.4
55,5.0,24.0,regular,0,40,690,2.7
56,13.0,22.0,regular,0,40,1510,3.7
57,20.0,21.0,priority,0,24,880,3.3
58,3.0,10.0,regular,0,40,810,3.7
59,20.0,23.0,priority,0,24,920,2.2
60,4.0,21.0,priority,0,24,980,2.3
