id,from,to,label,release,deadline,weight,volume
1,9.0,25.0,priority,0,24,690,1.5
2,18.0,23.0,priority,0,24,1000,4.2
3,13.0,22.0,regular,0,40,720,3.0
4,8.0,18.0,regular,0,40,880,3.1
5,3.0,10.0,urgent,0,12,870,3.2
6,12.0,25.0,regular,0,40,700,3.6
7,11.0,24.0,priority,0,24,1240,2.9
8,21.0,23.0,regular,0,40,920,1.6
9,9.0,17.0,regular,0,40,1150,5.1
10,6.0,15.0,regular,0,40,1340,3.5
11,3.0,7.0,priority,0,24,960,3.5
12,22.0,24.0,priority,0,24,1890,5.8
13,18.0,20.0,regular,0,40,1170,4.6
14,10.0,11.0,urgent,0,12,1100,3.7
15,1.0,13.0,priority,0,24,980,3.8
16,5.0,25.0,regular,0,40,680,0.8
17,16.0,21.0,priority,0,24,930,4.4
18,2.0,23.0,priority,0,24,860,3.6
19,10.0,16.0,priority,0,24,680,3.5
20,7.0,14.0,priority,0,24,800,1.9
21,16.0,23.0,regular,0,40,790,2.3
22,4.0,17.0,regular,0,40,690,1.0
23,1.0,6.0,urgent,0,12,710,1.2
24,14.0,25.0,regular,0,40,1160,5.0
25,3.0,20.0,regular,0,40,740,3.0
26,10.0,13.0,priority,0,24,770,3.6
27,17.0,20.0,priority,0,24,840,3.2
28,6.0,10.0,regular,0,40,890,2.9
29,2.0,25.0,regular,0,40,660,2.1
30,8.0,22.0,regular,0,40,700,2.0
31,19.0,20.0,priority,0,24,670,1.6
32,9.0,18.0,regular,0,40,1070,4.8
33,18.0,23.0,priority,0,24,950,4.1
34,20.0,25.0,regular,0,40,1080,4.6
35,24.0,25.0,regular,0,40,890,3.9
36,8.0,25.0,regular,0,40,1160,2.9
37,10.0,14.0,regular,0,40,990,4.0
38,15.0,20.0,priority,0,24,1220,5.0
39,1.0,10.0,regular,0,40,840,2.5
40,17.0,18.0,regular,0,40,1140,4.4
41,2.0,10.0,priority,0,24,1270,3.9
42,11.0,18.0,regular,0,40,730,2.7
43,9.0,16.0,regular,0,40,710,1.6
44,10.0,21.0,regular,0,40,660,2.1
45,8.0,19.0,regular,0,40,810,2.6
46,15.0,20.0,priority,0,24,880,1.7
47,8.0,23.0,priority,0,24,1030,4.3
48,2.0,4.0,regular,0,40,740,2.1
49,7.0,24.0,priority,0,24,560,1.1
50,12.0,15.0,priority,0,24,670,1.9
51,14.0,17.0,regular,0,40,820,1.6
52,12.0,25.0,regular,0,40,910,3.7
53,17.0,18.0,regular,0,40,1160,4.8
54,14.0,20.0,priority,0,24,750,2.4
55,11.0,12.0,regular,0,40,920,2.8
56,7.0,13.0,regular,0,40,670,2.7
57,19.0,25.0,regular,0,40,890,3.1
58,15.0,23.0,regular,0,40,1200,4.7
59,12.0,23.0,regular,0,40,940,3.3
60,2.0,3.0,regular,0,40,800,3.1
61,15.0,16.0,priority,0,24,1010,3.1
62,7.0,10.0,urgent,0,12,2210,7.2
63,10.0,13.0,priority,0,24,630,0.8
64,1.0,15.0,priority,0,24,1140,4.6
65,3.0,11.0,priority,0,24,690,2.5
66,14.0,15.0,regular,0,40,990,3.8
67,8.0,17.0,priority,0,24,1730,6.7
68,4.0,21.0,urgent,0,12,1050,4.6
69,3.0,14.0,priority,0,24,730,2.3
70,20.0,21.0,regular,0,40,850,4.2
71,9.0,24.0,priority,0,24,1120,2.4
72,3.0,23.0,regular,0,40,650,1.0
73,14.0,17.0,priority,0,24,810,3.8
74,2.0,20.0,priority,0,24,840,4.1
75,6.0,20.0,priority,0,24,900,2.3
