id,from,to,label,release,deadline,weight,volume
1,12.0,24.0,priority,0,24,1810,5.2
2,12.0,15.0,priority,0,24,1170,3.5
3,12.0,18.0,regular,0,40,800,2.8
4,2.0,25.0,regular,0,40,890,1.5
5,12.0,19.0,priority,0,24,1070,3.3
6,12.0,17.0,urgent,0,12,810,3.7
7,1.0,10.0,regular,0,40,780,3.2
8,15.0,16.0,regular,0,40,870,3.5
9,12.0,18.0,regular,0,40,750,3.4
10,12.0,18.0,regular,0,40,1180,3.7
11,4.0,23.0,urgent,0,12,580,2.9
12,5.0,22.0,urgent,0,12,1020,3.5
13,17.0,25.0,regular,0,40,590,1.4
14,10.0,11.0,priority,0,24,1260,3.1
15,15.0,19.0,regular,0,40,820,1.6
16,11.0,15.0,priority,0,24,960,3.1
17,6.0,15.0,urgent,0,12,910,2.0
18,1.0,8.0,priority,0,24,990,3.3
19,20.0,23.0,regular,0,40,630,2.2
20,2.0,11.0,regular,0,40,820,3.2
21,11.0,22.0,regular,0,40,810,3.3
22,12.0,15.0,urgent,0,12,1570,5.4
23,12.0,25.0,urgent,0,12,1310,5.7
24,6.0,25.0,priority,0,24,1130,3.4
25,4.0,12.0,regular,0,40,960,4.4
26,1.0,5.0,urgent,0,12,1580,5.2
27,20.0,25.0,priority,0,24,850,1.5
28,7.0,19.0,regular,0,40,780,3.0
29,2.0,17.0,regular,0,40,700,1.7
30,4.0,6.0,priority,0,24,660,2.7
31,8.0,20.0,regular,0,40,680,3.0
32,11.0,20.0,regular,0,40,790,3.1
33,1.0,17.0,regular,0,40,860,2.8
34,6.0,14.0,priority,0,24,1020,2.1
35,14.0,25.0,priority,0,24,930,3.5
36,11.0,24.0,urgent,0,12,1440,3.7
37,10.0,24.0,urgent,0,12,940,2.3
38,12.0,23.0,regular,0,40,790,3.1
39,7.0,15.0,urgent,0,12,2180,6.5
40,2.0,9.0,priority,0,24,910,3.5
41,18.0,23.0,priority,0,24,590,2.8
42,15.0,19.0,priority,0,24,1250,5.5
43,6.0,23.0,regular,0,40,1090,3.6
44,20.0,23.0,urgent,0,12,600,1.1
45,2.0,23.0,urgent,0,12,780,2.5
46,4.0,18.0,regular,0,40,770,3.9
47,14.0,17.0,priority,0,24,1110,2.3
48,13.0,14.0,regular,0,40,720,1.1
49,7.0,20.0,regular,0,40,780,3.6
50,9.0,23.0,priority,0,24,970,2.7
51,6.0,14.0,regular,0,40,630,2.9
52,16.0,21.0,regular,0,40,1300,5.2
53,6.0,23.0,regular,0,40,860,2.6
54,5.0,17.0,priority,0,24,660,3.2
55,20.0,25.0,regular,0,40,850,3.2
56,4.0,20.0,priority,0,24,810,4.0
57,18.0,23.0,priority,0,24,850,3.2
58,3.0,12.0,regular,0,40,1160,3.0
59,2.0,6.0,regular,0,40,1750,5.5
60,2.0,11.0,regular,0,40,1040,3.2
61,14.0,16.0,regular,0,40,710,3.1
62,16.0,18.0,priority,0,24,670,1.3
63,18.0,19.0,regular,0,40,870,1.6
64,12.0,23.0,priority,0,24,1200,2.9
65,10.0,18.0,regular,0,40,1460,3.8
66,6.0,9.0,priority,0,24,760,3.5
67,8.0,10.0,priority,0,24,740,2.6
68,2.0,8.0,regular,0,40,840,3.4
69,9.0,21.0,regular,0,40,680,3.6
70,5.0,12.0,priority,0,24,830,3.7
71,12.0,23.0,regular,0,40,630,3.3
72,13.0,14.0,regular,0,40,950,4.1
73,15.0,18.0,priority,0,24,1500,3.9
74,7.0,25.0,regular,0,40,800,3.5
75,12.0,16.0,urgent,0,12,750,2.0
76,3.0,22.0,priority,0,24,2900,10.6
77,14.0,25.0,priority,0,24,730,3.3
78,4.0,15.0,urgent,0,12,1210,3.7
79,3.0,18.0,priority,0,24,1120,3.7
80,6.0,16.0,regular,0,40,910,2.6
81,10.0,24.0,urgent,0,12,930,2.5
82,18.0,21.0,urgent,0,12,1360,3.2
83,4.0,13.0,priority,0,24,670,0.9
84,8.0,14.0,priority,0,24,760,1.1
85,13.0,23.0,priority,0,24,920,1.7
86,9.0,20.0,regular,0,40,880,2.5
87,14.0,19.0,regular,0,40,770,3.3
88,8.0,15.0,priority,0,24,970,2.7
89,1.0,11.0,priority,0,24,940,4.0
90,1.0,5.0,priority,0,24,600,2.5
91,6.0,8.0,priority,0,24,1650,6.2
92,9.0,17.0,regular,0,40,2070,6.9
93,21.0,24.0,regular,0,40,1410,3.8
94,18.0,23.0,urgent,0,12,950,3.2
95,21.0,22.0,priority,0,24,1150,3.5
96,12.0,25.0,regular,0,40,980,1.8
97,6.0,17.0,regular,0,40,1130,5.1
98,4.0,19.0,regular,0,40,810,2.7
99,8.0,11.0,urgent,0,12,2640,9.7
100,11.0,14.0,priority,0,24,1710,6.7
