id,from,to,label,release,deadline,weight,volume
1,6.0,8.0,priority,0,24,970,1.8
2,13.0,23.0,priority,0,24,820,3.0
3,7.0,16.0,regular,0,40,730,2.9
4,6.0,13.0,urgent,0,12,680,1.1
5,2.0,21.0,urgent,0,12,1330,3.1
6,8.0,11.0,priority,0,24,910,1.8
7,19.0,25.0,regular,0,40,970,3.1
8,9.0,21.0,priority,0,24,730,1.4
9,10.0,25.0,urgent,0,12,1180,4.3
10,6.0,21.0,urgent,0,12,730,3.7
11,20.0,21.0,priority,0,24,560,1.3
12,17.0,22.0,regular,0,40,1220,2.9
13,9.0,16.0,priority,0,24,900,1.6
14,1.0,6.0,urgent,0,12,810,2.7
15,11.0,15.0,urgent,0,12,1150,2.7
16,6.0,25.0,regular,0,40,890,4.1
17,6.0,19.0,urgent,0,12,1040,3.4
18,15.0,17.0,priority,0,24,1310,2.9
19,2.0,8.0,urgent,0,12,860,2.9
20,4.0,13.0,regular,0,40,600,2.5
21,10.0,25.0,urgent,0,12,1190,4.1
22,9.0,15.0,urgent,0,12,700,1.9
23,9.0,14.0,regular,0,40,1590,4.8
24,6.0,10.0,urgent,0,12,1250,3.3
25,4.0,17.0,urgent,0,12,840,1.4
26,4.0,16.0,priority,0,24,770,3.3
27,14.0,20.0,priority,0,24,910,3.2
28,12.0,20.0,urgent,0,12,900,4.2
29,5.0,24.0,urgent,0,12,1040,4.1
30,7.0,18.0,regular,0,40,890,2.0
31,18.0,19.0,priority,0,24,940,4.4
32,4.0,16.0,urgent,0,12,1230,5.2
33,22.0,24.0,urgent,0,12,930,4.1
34,16.0,24.0,priority,0,24,1250,3.5
35,1.0,7.0,urgent,0,12,850,3.5
36,2.0,23.0,priority,0,24,960,4.5
37,18.0,22.0,urgent,0,12,1180,3.5
38,5.0,19.0,regular,0,40,700,3.4
39,2.0,15.0,priority,0,24,1020,2.2
40,19.0,23.0,urgent,0,12,540,1.7
41,3.0,4.0,regular,0,40,830,2.0
42,7.0,18.0,priority,0,24,1750,5.5
43,20.0,25.0,regular,0,40,1500,5.3
44,13.0,25.0,urgent,0,12,2640,9.5
45,2.0,16.0,urgent,0,12,1330,4.9
46,13.0,18.0,regular,0,40,1140,3.6
47,3.0,23.0,priority,0,24,970,2.5
48,6.0,8.0,priority,0,24,790,2.2
49,7.0,14.0,regular,0,40,620,3.3
50,13.0,17.0,regular,0,40,1190,3.3
51,4.0,7.0,priority,0,24,1000,2.8
52,3.0,8.0,regular,0,40,1800,5.9
53,5.0,10.0,urgent,0,12,1300,3.0
54,18.0,19.0,regular,0,40,840,4.1
55,6.0,13.0,priority,0,24,1230,3.3
56,18.0,24.0,regular,0,40,790,3.4
57,7.0,17.0,urgent,0,12,780,2.7
58,3.0,7.0,priority,0,24,790,1.6
59,18.0,22.0,priority,0,24,1050,4.0
60,9.0,23.0,regular,0,40,1810,6.3
