id,from,to,label,release,deadline,weight,volume
1,15.0,25.0,regular,0,40,840,1.6
2,7.0,24.0,regular,0,40,1610,5.5
3,12.0,20.0,urgent,0,12,1270,5.2
4,6.0,19.0,regular,0,40,910,2.4
5,12.0,22.0,regular,0,40,850,3.8
6,2.0,24.0,priority,0,24,1110,2.4
7,15.0,23.0,priority,0,24,970,3.2
8,9.0,24.0,priority,0,24,1230,5.1
9,16.0,18.0,priority,0,24,850,1.4
10,9.0,13.0,priority,0,24,1430,5.8
11,12.0,22.0,priority,0,24,1940,6.4
12,4.0,6.0,regular,0,40,1110,4.3
13,13.0,24.0,regular,0,40,750,2.5
14,17.0,20.0,priority,0,24,1160,2.6
15,2.0,5.0,regular,0,40,890,2.8
16,11.0,25.0,urgent,0,12,880,1.9
17,9.0,23.0,urgent,0,12,990,2.8
18,17.0,18.0,priority,0,24,920,4.3
19,7.0,23.0,regular,0,40,1080,3.0
20,12.0,17.0,priority,0,24,910,2.8
21,7.0,12.0,priority,0,24,960,3.2
22,2.0,23.0,priority,0,24,750,3.5
23,6.0,22.0,priority,0,24,820,2.6
24,12.0,25.0,urgent,0,12,960,3.0
25,7.0,12.0,regular,0,40,920,3.4
26,4.0,17.0,regular,0,40,850,2.6
27,6.0,10.0,regular,0,40,760,1.2
28,16.0,22.0,regular,0,40,750,3.0
29,20.0,25.0,urgent,0,12,910,3.3
30,8.0,24.0,regular,0,40,1120,2.4
31,17.0,21.0,priority,0,24,760,2.5
32,13.0,14.0,urgent,0,12,660,1.5
33,17.0,22.0,priority,0,24,1190,4.2
34,6.0,17.0,regular,0,40,1340,3.5
35,6.0,8.0,regular,0,40,690,2.8
36,5.0,6.0,regular,0,40,760,1.7
37,7.0,25.0,urgent,0,12,1110,2.3
38,4.0,16.0,urgent,0,12,1030,2.9
39,7.0,14.0,priority,0,24,850,3.5
40,20.0,23.0,priority,0,24,1190,3.1
41,4.0,16.0,priority,0,24,980,3.4
42,13.0,25.0,regular,0,40,900,3.0
43,20.0,23.0,regular,0,40,710,2.2
44,7.0,18.0,priority,0,24,810,3.0
45,18.0,24.0,priority,0,24,890,2.8
46,5.0,24.0,urgent,0,12,1130,3.0
47,8.0,10.0,regular,0,40,850,2.8
48,13.0,21.0,priority,0,24,1240,4.0
49,4.0,15.0,priority,0,24,750,2.3
50,10.0,24.0,urgent,0,12,580,3.3
51,20.0,21.0,regular,0,40,1170,3.6
52,11.0,20.0,regular,0,40,1120,4.7
53,5.0,14.0,regular,0,40,880,2.7
54,6.0,16.0,priority,0,24,1280,2.8
55,16.0,21.0,urgent,0,12,760,3.8
56,6.0,10.0,priority,0,24,1300,5.2
57,1.0,12.0,regular,0,40,780,1.9
58,7.0,11.0,priority,0,24,810,4.0
59,12.0,17.0,regular,0,40,1190,5.3
60,5.0,11.0,regular,0,40,1000,3.9
61,7.0,16.0,regular,0,40,1200,4.0
62,6.0,24.0,regular,0,40,790,2.2
63,16.0,17.0,priority,0,24,650,2.3
64,5.0,9.0,urgent,0,12,820,3.3
65,18.0,23.0,regular,0,40,1430,6.0
66,14.0,21.0,priority,0,24,1140,4.9
67,18.0,23.0,priority,0,24,950,4.3
68,21.0,23.0,regular,0,40,610,1.0
69,9.0,18.0,urgent,0,12,860,2.5
70,6.0,15.0,priority,0,24,1070,2.9
71,1.0,18.0,regular,0,40,900,2.7
72,10.0,16.0,priority,0,24,1640,4.4
73,6.0,8.0,regular,0,40,2080,7.8
74,13.0,15.0,urgent,0,12,2560,7.1
75,13.0,14.0,regular,0,40,640,1.7
76,5.0,11.0,regular,0,40,960,2.6
77,5.0,25.0,regular,0,40,720,2.6
78,20.0,24.0,regular,0,40,960,2.6
79,4.0,11.0,regular,0,40,1040,2.2
80,12.0,25.0,priority,0,24,1140,3.5
81,13.0,21.0,regular,0,40,2340,7.9
82,7.0,10.0,regular,0,40,880,2.9
83,17.0,19.0,urgent,0,12,720,1.9
84,13.0,17.0,urgent,0,12,670,1.3
85,20.0,22.0,regular,0,40,1270,5.6
86,14.0,17.0,regular,0,40,1030,3.0
87,19.0,23.0,regular,0,40,610,1.6
88,15.0,25.0,regular,0,40,1250,5.0
89,5.0,18.0,priority,0,24,800,3.2
90,19.0,24.0,priority,0,24,930,3.0
91,21.0,24.0,priority,0,24,590,1.5
92,12.0,17.0,urgent,0,12,1500,6.3
93,11.0,23.0,urgent,0,12,670,0.8
94,4.0,14.0,priority,0,24,1510,5.2
95,11.0,25.0,regular,0,40,2010,6.7
96,10.0,25.0,priority,0,24,760,1.5
97,2.0,23.0,priority,0,24,2310,8.4
98,16.0,19.0,priority,0,24,1120,4.4
99,1.0,23.0,regular,0,40,800,2.5
100,7.0,14.0,priority,0,24,870,3.9
101,8.0,24.0,priority,0,24,730,1.7
102,6.0,14.0,priority,0,24,1500,5.9
103,16.0,21.0,priority,0,24,820,1.8
104,14.0,16.0,priority,0,24,960,3.4
105,1.0,13.0,regular,0,40,820,3.1
106,6.0,12.0,priority,0,24,920,2.2
107,12.0,13.0,regular,0,40,1010,2.8
108,11.0,20.0,priority,0,24,920,4.0
109,6.0,18.0,regular,0,40,750,1.2
110,6.0,8.0,regular,0,40,950,2.0
111,2.0,9.0,priority,0,24,800,1.9
112,4.0,5.0,regular,0,40,750,2.3
113,2.0,8.0,priority,0,24,720,3.8
114,8.0,16.0,regular,0,40,830,1.3
115,11.0,23.0,priority,0,24,950,3.5
116,3.0,24.0,priority,0,24,900,2.5
117,5.0,10.0,regular,0,40,1210,2.6
118,4.0,6.0,regular,0,40,1360,5.9
119,15.0,16.0,regular,0,40,1280,4.2
120,8.0,16.0,regular,0,40,610,2.9
121,23.0,24.0,priority,0,24,800,2.2
122,10.0,15.0,priority,0,24,820,3.1
123,6.0,13.0,priority,0,24,820,3.1
124,6.0,21.0,regular,0,40,670,1.8
125,2.0,21.0,priority,0,24,1310,4.7
126,7.0,12.0,regular,0,40,590,1.9
127,11.0,13.0,regular,0,40,840,2.9
128,19.0,23.0,regular,0,40,570,1.5
129,10.0,20.0,regular,0,40,730,1.4
130,8.0,14.0,priority,0,24,820,3.7
131,10.0,21.0,regular,0,40,640,2.8
132,5.0,16.0,regular,0,40,870,4.1
133,2.0,15.0,regular,0,40,1010,3.2
134,15.0,17.0,regular,0,40,940,4.0
135,5.0,14.0,priority,0,24,1040,2.1
136,9.0,23.0,priority,0,24,670,3.4
137,1.0,3.0,priority,0,24,720,2.6
138,7.0,19.0,regular,0,40,950,3.1
139,2.0,25.0,regular,0,40,1130,4.5
140,11.0,18.0,regular,0,40,1110,3.1
141,10.0,13.0,regular,0,40,770,1.3
142,8.0,19.0,urgent,0,12,1410,5.6
143,5.0,23.0,priority,0,24,740,2.9
144,10.0,14.0,regular,0,40,1020,3.1
145,15.0,22.0,regular,0,40,1490,4.5
146,6.0,11.0,priority,0,24,700,2.8
147,4.0,19.0,urgent,0,12,910,3.9
148,5.0,12.0,urgent,0,12,840,2.8
149,22.0,23.0,priority,0,24,1050,2.2
150,11.0,18.0,priority,0,24,900,3.5
151,12.0,18.0,regular,0,40,700,2.3
152,10.0,18.0,regular,0,40,1020,3.3
153,17.0,19.0,urgent,0,12,690,2.3
154,9.0,11.0,urgent,0,12,800,3.4
155,1.0,3.0,priority,0,24,1410,5.3
156,5.0,21.0,priority,0,24,1120,4.9
157,8.0,20.0,urgent,0,12,620,2.4
158,11.0,15.0,regular,0,40,1240,5.5
159,3.0,8.0,priority,0,24,770,3.5
160,8.0,17.0,priority,0,24,880,2.9
161,14.0,16.0,priority,0,24,660,1.2
162,3.0,8.0,priority,0,24,660,2.7
163,1.0,21.0,priority,0,24,820,3.5
164,13.0,20.0,regular,0,40,610,3.1
165,17.0,19.0,regular,0,40,1470,5.5
166,9.0,10.0,priority,0,24,770,2.0
167,6.0,8.0,urgent,0,12,950,2.5
168,3.0,7.0,regular,0,40,1370,3.6
169,7.0,17.0,priority,0,24,720,2.0
170,7.0,22.0,regular,0,40,1080,3.5
171,14.0,23.0,regular,0,40,630,1.0
172,4.0,24.0,regular,0,40,720,3.5
173,15.0,22.0,regular,0,40,870,1.6
174,3.0,17.0,regular,0,40,1360,5.8
175,23.0,24.0,urgent,0,12,740,2.0
176,13.0,17.0,priority,0,24,1030,2.8
177,11.0,14.0,regular,0,40,630,2.4
178,16.0,21.0,priority,0,24,720,2.4
179,4.0,11.0,priority,0,24,680,2.6
180,6.0,18.0,priority,0,24,1980,7.7
181,21.0,24.0,regular,0,40,1170,4.9
182,1.0,21.0,priority,0,24,2040,7.6
183,1.0,2.0,regular,0,40,1410,4.3
184,13.0,24.0,priority,0,24,560,3.1
185,3.0,8.0,priority,0,24,770,2.3
186,8.0,16.0,priority,0,24,1100,3.5
187,2.0,16.0,regular,0,40,960,4.3
188,1.0,7.0,priority,0,24,980,1.9
189,9.0,23.0,regular,0,40,1030,4.3
190,18.0,19.0,priority,0,24,770,1.8
191,6.0,16.0,priority,0,24,1350,3.1
192,7.0,11.0,urgent,0,12,950,4.3
193,21.0,24.0,priority,0,24,860,3.9
194,20.0,25.0,priority,0,24,770,3.5
195,6.0,7.0,regular,0,40,840,2.5
196,11.0,17.0,regular,0,40,730,1.6
197,4.0,12.0,regular,0,40,1860,6.3
198,1.0,7.0,urgent,0,12,680,0.8
199,6.0,9.0,urgent,0,12,1180,4.4
200,17.0,22.0,priority,0,24,910,4.2
