id,from,to,label,release,deadline,weight,volume
1,6.0,17.0,urgent,0,12,910,3.3
2,2.0,17.0,regular,0,40,640,2.0
3,7.0,8.0,regular,0,40,2710,7.8
4,8.0,14.0,priority,0,24,950,3.0
5,5.0,17.0,priority,0,24,700,1.7
6,2.0,19.0,priority,0,24,1270,4.4
7,2.0,10.0,priority,0,24,1100,3.1
8,5.0,19.0,regular,0,40,980,3.6
9,13.0,19.0,urgent,0,12,870,1.5
10,15.0,21.0,regular,0,40,890,2.9
11,3.0,9.0,regular,0,40,650,1.5
12,13.0,25.0,priority,0,24,910,3.4
13,14.0,20.0,urgent,0,12,920,3.0
14,4.0,10.0,priority,0,24,740,1.2
15,3.0,12.0,regular,0,40,950,4.2
16,14.0,24.0,regular,0,40,820,1.9
17,10.0,24.0,regular,0,40,630,3.1
18,4.0,19.0,priority,0,24,660,1.2
19,8.0,9.0,priority,0,24,960,2.3
20,5.0,11.0,priority,0,24,770,3.9
21,7.0,25.0,regular,0,40,1020,2.3
22,11.0,23.0,urgent,0,12,1280,3.0
23,11.0,25.0,urgent,0,12,760,2.2
24,9.0,25.0,urgent,0,12,730,2.3
25,9.0,25.0,priority,0,24,830,2.9
26,20.0,23.0,urgent,0,12,660,2.3
27,1.0,18.0,urgent,0,12,990,4.4
28,3.0,4.0,urgent,0,12,710,2.1
29,14.0,18.0,priority,0,24,780,3.0
30,4.0,24.0,urgent,0,12,1400,4.6
31,10.0,15.0,regular,0,40,670,1.5
32,2.0,15.0,regular,0,40,710,2.5
33,8.0,9.0,regular,0,40,1230,4.0
34,2.0,3.0,priority,0,24,900,4.1
35,11.0,16.0,regular,0,40,1290,5.7
36,9.0,16.0,urgent,0,12,820,3.8
37,23.0,25.0,regular,0,40,780,2.6
38,10.0,17.0,urgent,0,12,1040,2.9
39,3.0,5.0,regular,0,40,830,1.3
40,2.0,15.0,regular,0,40,900,1.6
41,9.0,22.0,urgent,0,12,810,3.6
42,8.0,17.0,priority,0,24,860,2.3
43,4.0,23.0,priority,0,24,770,3.3
44,18.0,20.0,priority,0,24,910,2.3
45,14.0,25.0,regular,0,40,710,1.8
46,4.0,8.0,regular,0,40,1410,4.9
47,17.0,20.0,regular,0,40,880,4.3
48,16.0,23.0,urgent,0,12,630,3.3
49,1.0,8.0,priority,0,24,2160,5.9
50,7.0,11.0,urgent,0,12,620,3.4
51,5.0,11.0,urgent,0,12,1980,7.2
52,5.0,21.0,regular,0,40,1080,4.6
53,21.0,23.0,regular,0,40,880,4.3
54,7.0,17.0,regular,0,40,1370,5.6
55,2.0,5.0,priority,0,24,560,1.8
56,10.0,15.0,urgent,0,12,900,2.1
57,13.0,24.0,urgent,0,12,730,3.2
58,2.0,5.0,priority,0,24,870,2.2
59,7.0,12.0,regular,0,40,1100,3.5
60,14.0,20.0,urgent,0,12,930,3.1
61,4.0,8.0,urgent,0,12,660,3.4
62,3.0,24.0,regular,0,40,1390,4.7
63,10.0,12.0,priority,0,24,860,2.8
64,7.0,20.0,urgent,0,12,930,3.4
65,2.0,15.0,urgent,0,12,920,2.4
66,15.0,19.0,priority,0,24,640,2.9
67,10.0,18.0,priority,0,24,890,4.1
68,9.0,25.0,urgent,0,12,910,1.6
69,3.0,4.0,urgent,0,12,940,3.8
70,7.0,13.0,urgent,0,12,1220,2.9
71,18.0,20.0,priority,0,24,680,1.6
72,2.0,13.0,regular,0,40,760,2.2
73,8.0,22.0,regular,0,40,960,3.2
74,13.0,25.0,urgent,0,12,1270,3.7
75,8.0,9.0,priority,0,24,1530,5.9
76,9.0,10.0,urgent,0,12,720,2.1
77,7.0,9.0,regular,0,40,750,2.0
78,2.0,21.0,regular,0,40,1750,6.6
79,1.0,12.0,urgent,0,12,880,3.0
80,16.0,19.0,regular,0,40,870,1.7
81,8.0,25.0,urgent,0,12,1200,5.2
82,7.0,15.0,priority,0,24,700,2.3
83,7.0,13.0,regular,0,40,1050,3.9
84,8.0,16.0,priority,0,24,1050,2.8
85,13.0,16.0,regular,0,40,740,3.8
86,11.0,18.0,urgent,0,12,1150,3.2
87,10.0,23.0,urgent,0,12,640,2.3
88,16.0,21.0,urgent,0,12,2100,6.9
89,21.0,24.0,regular,0,40,830,4.1
90,19.0,22.0,urgent,0,12,900,4.4
91,11.0,16.0,priority,0,24,870,3.8
92,12.0,15.0,regular,0,40,1380,4.6
93,13.0,22.0,regular,0,40,1000,4.2
