id,name,coordinate_x,coordinate_y,airport
1.0,mbu,8.725557672800212,3.8653853080107536,False
2.0,rvq,5.231694878386559,2.6945152712723637,False
3.0,zvs,15.264876255931423,1.6206368474161985,False
4.0,cca,7.035975247294801,3.597773611897407,False
5.0,ans,2.329281665863845,6.412963285912862,False
6.0,tvf,4.709278158262826,0.805078397159593,False
7.0,chx,12.276507830987507,2.1031770912458745,False
8.0,tly,17.974221732829257,6.566359749830466,False
9.0,cof,13.127254275417508,5.656282736073389,False
10.0,gqf,18.406057404109866,4.357432429677585,False
11.0,cwl,3.6528260693887793,3.063539330458524,False
12.0,nbj,1.0164284015432345,4.803988580004654,False
13.0,six,1.6465415881535073,4.341400120904039,True
14.0,qtg,0.3725072596610435,5.842885945280769,False
15.0,tqf,19.735108163710667,6.514586850476141,False
16.0,sqv,14.986900564673265,5.507407536236397,True
17.0,wus,10.739681085998514,1.423009055559238,True
18.0,xmt,3.2292946461464522,2.0257151569654597,False
19.0,guy,12.02580030254101,0.13622666746341316,False
20.0,tke,14.293878232927577,0.6997193864420529,True
21.0,ilm,8.431226871775676,2.209374954592487,False
22.0,zuo,11.335416887699967,5.9749142047015456,False
23.0,snd,17.147305827056016,5.176218999815709,False
24.0,fzu,4.146638328426471,5.198635379444557,False
25.0,qzo,14.06939224044356,6.365628676173991,False
26.0,jpt,10.84978833362598,3.2852110402878014,False
27.0,kkf,3.934814923673966,6.657413586481574,False
28.0,pap,7.032339230773359,5.472157157664594,False
29.0,hbi,4.868806017411201,4.701609033400878,False
30.0,qpf,0.566331078734128,6.758199130150608,False
31.0,cwd,13.051992722982861,0.3670069274090799,False
32.0,rjd,9.319115319699636,0.7790852723333087,False
33.0,cgy,0.621974331653663,3.581936271407793,False
34.0,bpj,7.1300803855684,0.37811430338471774,False
35.0,riu,1.1296928656718586,1.143354027375217,False
36.0,rku,9.023144961549734,5.084089060989335,True
37.0,cpp,4.4091574832414615,1.9360839857538457,False
38.0,xmm,10.091606686556,5.575266965812225,False
39.0,xkq,16.236640374904063,0.547363751722434,False
40.0,eah,3.631813366793548,1.3690530538289052,False
41.0,ata,7.976166228585555,5.819117105341256,False
42.0,wwn,15.360132513839687,6.893857780171399,False
43.0,qty,9.965559325968016,2.5660759198311025,False
44.0,ibq,14.072397984273506,2.8207882515408444,False
45.0,tbk,16.667085905964015,1.4989729069099398,False
46.0,iuc,2.6385824628305232,2.841204134157328,True
47.0,xay,18.990316932383948,0.06518384772953334,False
48.0,kpk,14.160924658776658,5.123345991642279,False
49.0,okt,3.025766601637472,4.109792358983423,False
50.0,xan,1.3278628039642326,2.740995043839188,False
