id,from,to,label,release,deadline,weight,volume
1,2.0,8.0,regular,0,40,680,3.1
2,5.0,9.0,regular,0,40,1000,3.6
3,5.0,10.0,regular,0,40,1110,2.4
4,1.0,10.0,urgent,0,12,760,3.0
5,5.0,8.0,regular,0,40,1470,5.5
6,1.0,9.0,urgent,0,12,1450,3.8
7,7.0,10.0,regular,0,40,1140,3.5
8,9.0,10.0,regular,0,40,2440,7.2
9,8.0,10.0,regular,0,40,820,1.4
10,3.0,5.0,priority,0,24,940,2.7
11,2.0,6.0,regular,0,40,1280,4.5
12,2.0,5.0,regular,0,40,1150,4.1
13,6.0,7.0,priority,0,24,990,3.9
14,1.0,10.0,regular,0,40,620,3.3
15,3.0,10.0,priority,0,24,1410,5.3
16,1.0,10.0,priority,0,24,1530,3.8
17,4.0,10.0,priority,0,24,1040,4.2
18,2.0,9.0,priority,0,24,830,3.6
19,5.0,7.0,regular,0,40,790,2.2
20,1.0,9.0,priority,0,24,1390,4.2
21,1.0,9.0,priority,0,24,1190,3.4
22,2.0,9.0,regular,0,40,660,1.7
23,8.0,9.0,priority,0,24,1520,3.8
24,4.0,10.0,regular,0,40,680,0.9
25,1.0,4.0,regular,0,40,790,4.0
26,4.0,5.0,regular,0,40,1390,5.1
27,2.0,8.0,priority,0,24,1240,4.6
28,1.0,10.0,regular,0,40,730,2.0
29,2.0,8.0,regular,0,40,660,0.9
30,4.0,7.0,regular,0,40,1750,5.4
31,2.0,5.0,regular,0,40,1200,4.0
32,6.0,9.0,regular,0,40,1150,3.3
33,7.0,8.0,regular,0,40,700,1.0
34,5.0,10.0,priority,0,24,1310,5.5
35,3.0,5.0,regular,0,40,900,2.0
36,1.0,3.0,priority,0,24,690,3.7
37,8.0,10.0,priority,0,24,880,3.9
38,3.0,6.0,urgent,0,12,750,3.5
39,7.0,9.0,regular,0,40,1680,4.7
40,4.0,7.0,priority,0,24,1210,2.8
41,5.0,8.0,urgent,0,12,1080,2.2
42,1.0,5.0,priority,0,24,770,2.7
43,1.0,9.0,urgent,0,12,690,2.3
44,3.0,4.0,regular,0,40,1160,2.9
45,4.0,6.0,priority,0,24,660,1.0
46,3.0,7.0,priority,0,24,860,3.9
47,3.0,5.0,regular,0,40,660,2.8
48,3.0,6.0,priority,0,24,1370,5.4
49,1.0,3.0,regular,0,40,1090,3.8
50,2.0,5.0,priority,0,24,730,3.1
