id,from,to,label,release,deadline,weight,volume
1,9.0,10.0,regular,0,40,1210,3.9
2,4.0,8.0,regular,0,40,1120,4.6
3,4.0,7.0,priority,0,24,1540,5.7
4,3.0,4.0,urgent,0,12,690,1.5
5,1.0,8.0,priority,0,24,940,2.5
6,5.0,8.0,priority,0,24,730,2.9
7,6.0,9.0,urgent,0,12,790,1.4
8,4.0,8.0,priority,0,24,2510,8.8
9,2.0,8.0,priority,0,24,770,2.8
10,4.0,6.0,priority,0,24,580,2.6
11,6.0,10.0,regular,0,40,1810,7.1
12,4.0,9.0,priority,0,24,740,2.3
13,6.0,7.0,regular,0,40,1080,3.3
14,3.0,10.0,regular,0,40,670,3.0
15,5.0,8.0,priority,0,24,1770,7.0
16,6.0,8.0,regular,0,40,1330,4.3
17,6.0,8.0,priority,0,24,1070,3.0
18,2.0,7.0,urgent,0,12,1250,5.0
19,1.0,4.0,regular,0,40,1230,5.1
20,5.0,8.0,regular,0,40,740,1.1
21,7.0,9.0,priority,0,24,850,3.2
22,1.0,8.0,priority,0,24,690,1.0
23,6.0,9.0,urgent,0,12,840,2.7
24,5.0,6.0,regular,0,40,700,3.2
25,4.0,7.0,priority,0,24,1200,4.7
26,4.0,7.0,regular,0,40,930,4.5
27,3.0,10.0,priority,0,24,980,2.4
28,7.0,10.0,regular,0,40,810,3.9
29,2.0,8.0,priority,0,24,840,1.4
30,5.0,10.0,urgent,0,12,1700,6.7
31,2.0,5.0,urgent,0,12,870,4.3
32,7.0,9.0,regular,0,40,760,2.1
33,3.0,6.0,regular,0,40,610,2.5
34,2.0,8.0,priority,0,24,970,4.3
35,3.0,8.0,regular,0,40,790,2.7
36,5.0,8.0,priority,0,24,960,3.2
37,1.0,7.0,priority,0,24,960,4.6
38,4.0,7.0,priority,0,24,740,3.2
39,8.0,10.0,regular,0,40,1120,4.6
40,6.0,9.0,priority,0,24,640,3.4
41,4.0,6.0,regular,0,40,870,3.4
42,5.0,8.0,regular,0,40,960,4.1
43,4.0,8.0,regular,0,40,970,1.9
44,3.0,7.0,priority,0,24,930,1.9
45,1.0,2.0,priority,0,24,1370,5.4
46,3.0,8.0,priority,0,24,1500,4.5
47,6.0,10.0,regular,0,40,1010,4.3
48,1.0,2.0,priority,0,24,810,2.7
49,3.0,5.0,priority,0,24,700,3.0
50,2.0,6.0,priority,0,24,870,2.7
