id,from,to,label,release,deadline,weight,volume
1,2.0,8.0,urgent,0,12,890,2.9
2,5.0,10.0,urgent,0,12,810,3.0
3,3.0,8.0,regular,0,40,820,3.1
4,1.0,2.0,urgent,0,12,750,3.1
5,4.0,10.0,priority,0,24,730,1.1
6,1.0,7.0,urgent,0,12,810,1.9
7,4.0,5.0,priority,0,24,760,3.2
8,7.0,9.0,urgent,0,12,890,2.3
9,1.0,5.0,priority,0,24,1620,5.5
10,8.0,10.0,urgent,0,12,680,2.8
11,1.0,7.0,urgent,0,12,1110,4.1
12,7.0,8.0,urgent,0,12,910,2.0
13,1.0,2.0,urgent,0,12,790,3.6
14,4.0,6.0,urgent,0,12,1040,2.2
15,2.0,5.0,urgent,0,12,740,1.2
16,2.0,5.0,regular,0,40,1000,4.1
17,1.0,2.0,urgent,0,12,1190,3.1
18,1.0,3.0,regular,0,40,940,2.5
19,2.0,3.0,priority,0,24,1060,4.0
20,5.0,9.0,priority,0,24,1470,6.3
21,2.0,5.0,priority,0,24,1320,3.9
22,3.0,9.0,urgent,0,12,810,3.6
23,5.0,8.0,urgent,0,12,750,1.4
24,2.0,8.0,priority,0,24,890,3.6
25,7.0,10.0,priority,0,24,710,2.2
