id,from,to,label,release,deadline,weight,volume
1,1.0,2.0,priority,0,24,1490,4.1
2,6.0,7.0,regular,0,40,890,3.2
3,3.0,4.0,priority,0,24,1030,4.4
4,6.0,9.0,regular,0,40,1050,2.6
5,3.0,10.0,priority,0,24,1080,3.5
6,5.0,8.0,priority,0,24,750,2.3
7,4.0,6.0,priority,0,24,3600,12.8
8,6.0,9.0,regular,0,40,750,3.8
9,8.0,10.0,regular,0,40,850,2.1
10,2.0,7.0,priority,0,24,710,2.3
11,5.0,7.0,urgent,0,12,1170,5.2
12,2.0,3.0,regular,0,40,700,3.0
13,6.0,10.0,regular,0,40,2070,6.4
14,3.0,8.0,priority,0,24,860,1.9
15,4.0,5.0,regular,0,40,580,2.5
16,2.0,6.0,priority,0,24,790,3.5
17,3.0,10.0,priority,0,24,710,2.2
18,1.0,2.0,regular,0,40,780,1.8
19,1.0,4.0,priority,0,24,1080,3.5
20,3.0,10.0,regular,0,40,680,3.3
21,7.0,10.0,priority,0,24,960,2.5
22,1.0,6.0,regular,0,40,790,1.5
23,2.0,6.0,regular,0,40,1030,4.5
24,3.0,9.0,regular,0,40,1170,3.2
25,4.0,9.0,regular,0,40,810,1.9
26,1.0,4.0,regular,0,40,1890,5.8
27,5.0,7.0,priority,0,24,990,3.2
28,5.0,7.0,regular,0,40,1060,2.1
29,1.0,5.0,regular,0,40,1590,5.0
30,4.0,10.0,regular,0,40,870,4.1
31,2.0,5.0,priority,0,24,870,2.1
32,8.0,10.0,priority,0,24,2170,8.2
33,4.0,8.0,regular,0,40,600,2.0
34,3.0,5.0,regular,0,40,680,2.7
35,3.0,6.0,priority,0,24,1700,6.7
36,6.0,7.0,regular,0,40,830,1.9
37,2.0,3.0,priority,0,24,940,4.2
38,3.0,9.0,regular,0,40,750,2.1
39,5.0,10.0,priority,0,24,940,3.6
40,9.0,10.0,priority,0,24,640,0.7
41,6.0,10.0,urgent,0,12,1290,3.1
42,8.0,10.0,regular,0,40,930,2.4
43,6.0,9.0,priority,0,24,1460,3.6
44,4.0,9.0,regular,0,40,1010,2.1
45,2.0,10.0,priority,0,24,870,3.5
46,1.0,8.0,priority,0,24,1000,2.5
47,2.0,10.0,priority,0,24,1400,4.0
48,1.0,8.0,priority,0,24,1230,4.1
49,2.0,6.0,regular,0,40,820,1.8
50,1.0,6.0,priority,0,24,1090,4.7
51,2.0,8.0,urgent,0,12,870,3.8
52,1.0,3.0,regular,0,40,1440,5.4
53,7.0,9.0,regular,0,40,900,4.0
54,2.0,3.0,priority,0,24,870,2.9
55,4.0,9.0,regular,0,40,850,3.3
56,4.0,6.0,urgent,0,12,1110,5.0
57,4.0,6.0,regular,0,40,860,4.0
58,7.0,10.0,regular,0,40,920,3.0
59,6.0,10.0,priority,0,24,710,1.4
60,7.0,8.0,priority,0,24,1010,2.7
61,2.0,3.0,regular,0,40,1030,3.2
62,9.0,10.0,priority,0,24,880,2.8
63,2.0,7.0,regular,0,40,960,2.6
64,7.0,8.0,regular,0,40,740,2.8
65,1.0,3.0,priority,0,24,710,3.7
66,1.0,4.0,regular,0,40,700,1.5
67,7.0,10.0,regular,0,40,1060,2.4
68,7.0,10.0,urgent,0,12,680,1.6
69,1.0,10.0,priority,0,24,770,2.0
70,2.0,8.0,regular,0,40,1130,3.7
71,4.0,8.0,priority,0,24,760,2.5
72,4.0,5.0,regular,0,40,1840,6.0
73,1.0,6.0,regular,0,40,800,2.2
74,2.0,9.0,priority,0,24,870,2.5
75,2.0,9.0,priority,0,24,640,2.7
76,1.0,8.0,priority,0,24,760,2.2
77,5.0,7.0,priority,0,24,1080,4.5
78,1.0,10.0,priority,0,24,1180,5.1
79,4.0,10.0,priority,0,24,650,3.0
80,6.0,9.0,priority,0,24,750,2.3
81,1.0,6.0,urgent,0,12,800,3.8
82,1.0,6.0,regular,0,40,770,1.9
83,7.0,10.0,urgent,0,12,1230,3.8
84,1.0,5.0,priority,0,24,1100,4.8
85,8.0,9.0,regular,0,40,790,2.5
86,2.0,4.0,regular,0,40,1850,6.1
87,1.0,9.0,regular,0,40,850,2.6
88,5.0,7.0,regular,0,40,760,3.8
89,5.0,9.0,priority,0,24,840,1.7
90,3.0,4.0,priority,0,24,720,1.3
91,4.0,7.0,regular,0,40,700,2.5
92,1.0,3.0,regular,0,40,890,3.9
93,1.0,7.0,priority,0,24,1550,3.9
94,2.0,7.0,priority,0,24,810,2.5
95,5.0,6.0,urgent,0,12,980,2.9
96,2.0,7.0,regular,0,40,780,1.2
97,1.0,6.0,regular,0,40,880,2.0
98,1.0,8.0,regular,0,40,710,1.4
99,4.0,10.0,priority,0,24,1010,2.1
100,1.0,7.0,priority,0,24,750,2.5
