id,from,to,label,release,deadline,weight,volume
1,6.0,47.0,regular,0,40,1160,4.4
2,19.0,24.0,priority,0,24,1050,3.5
3,3.0,25.0,regular,0,40,1330,4.1
4,18.0,20.0,regular,0,40,750,2.5
5,19.0,34.0,regular,0,40,2390,6.9
6,24.0,36.0,priority,0,24,800,3.0
7,10.0,36.0,regular,0,40,900,1.9
8,3.0,28.0,regular,0,40,970,2.0
9,32.0,36.0,regular,0,40,710,1.7
10,20.0,23.0,priority,0,24,800,3.0
11,35.0,42.0,priority,0,24,1360,4.8
12,15.0,30.0,regular,0,40,860,3.8
13,26.0,47.0,urgent,0,12,2330,6.8
14,2.0,46.0,urgent,0,12,890,2.3
15,22.0,43.0,regular,0,40,690,3.7
16,1.0,3.0,priority,0,24,850,4.0
17,13.0,17.0,priority,0,24,850,2.4
18,19.0,25.0,regular,0,40,780,3.8
19,33.0,37.0,regular,0,40,910,2.4
20,11.0,13.0,regular,0,40,600,2.0
21,33.0,48.0,regular,0,40,970,1.9
22,7.0,24.0,regular,0,40,830,2.7
23,22.0,31.0,regular,0,40,810,1.3
24,38.0,42.0,priority,0,24,810,1.8
25,28.0,47.0,regular,0,40,1040,4.2
26,39.0,41.0,priority,0,24,2030,8.0
27,12.0,40.0,urgent,0,12,760,2.8
28,30.0,42.0,priority,0,24,740,3.7
29,22.0,32.0,regular,0,40,680,1.6
30,7.0,15.0,urgent,0,12,690,2.5
31,33.0,38.0,priority,0,24,780,2.5
32,25.0,50.0,urgent,0,12,750,3.3
33,6.0,41.0,urgent,0,12,1210,3.5
34,12.0,38.0,regular,0,40,1130,4.6
35,3.0,18.0,regular,0,40,780,2.6
36,39.0,49.0,regular,0,40,1020,2.9
37,9.0,47.0,regular,0,40,1050,2.4
38,8.0,25.0,regular,0,40,1150,3.9
39,27.0,32.0,regular,0,40,830,3.5
40,5.0,45.0,priority,0,24,1370,3.9
41,2.0,10.0,regular,0,40,860,1.5
42,18.0,36.0,urgent,0,12,750,1.1
43,41.0,42.0,regular,0,40,770,3.2
44,7.0,44.0,urgent,0,12,1860,5.1
45,12.0,29.0,priority,0,24,930,1.9
46,13.0,24.0,regular,0,40,1360,4.3
47,25.0,27.0,priority,0,24,1170,5.1
48,28.0,42.0,regular,0,40,740,2.2
49,11.0,45.0,priority,0,24,760,2.3
50,7.0,42.0,priority,0,24,920,1.8
51,4.0,25.0,priority,0,24,780,3.4
52,8.0,31.0,priority,0,24,700,1.0
53,3.0,22.0,priority,0,24,1600,5.8
54,12.0,34.0,regular,0,40,770,3.9
55,2.0,26.0,regular,0,40,1020,2.6
56,3.0,41.0,regular,0,40,870,2.2
57,16.0,22.0,regular,0,40,800,3.5
58,19.0,33.0,priority,0,24,1210,3.6
59,4.0,44.0,priority,0,24,780,1.5
60,8.0,14.0,regular,0,40,890,2.4
61,4.0,7.0,regular,0,40,750,1.2
62,25.0,27.0,regular,0,40,1350,4.1
63,17.0,44.0,regular,0,40,1850,6.3
64,31.0,36.0,urgent,0,12,710,3.1
65,31.0,36.0,priority,0,24,690,2.3
66,7.0,17.0,regular,0,40,770,1.2
67,22.0,50.0,priority,0,24,800,4.0
68,17.0,40.0,regular,0,40,610,1.8
69,13.0,45.0,priority,0,24,1680,4.5
70,20.0,26.0,regular,0,40,770,1.5
71,39.0,49.0,regular,0,40,1100,4.2
72,6.0,34.0,priority,0,24,800,2.9
73,10.0,21.0,priority,0,24,630,3.1
74,3.0,42.0,urgent,0,12,1150,4.5
75,13.0,50.0,regular,0,40,830,1.7
76,13.0,41.0,regular,0,40,1050,4.5
77,28.0,37.0,regular,0,40,820,3.7
78,7.0,32.0,priority,0,24,770,2.8
79,35.0,39.0,priority,0,24,720,1.7
80,12.0,13.0,regular,0,40,740,2.8
81,6.0,24.0,priority,0,24,950,2.4
82,36.0,47.0,priority,0,24,890,2.0
83,37.0,47.0,regular,0,40,750,2.7
84,29.0,48.0,urgent,0,12,1070,3.5
85,7.0,43.0,priority,0,24,840,3.0
86,9.0,34.0,priority,0,24,700,3.6
87,32.0,41.0,regular,0,40,1460,6.1
88,22.0,48.0,priority,0,24,980,2.4
89,21.0,30.0,priority,0,24,1210,4.0
90,17.0,36.0,urgent,0,12,1120,3.8
91,15.0,43.0,regular,0,40,610,0.7
92,30.0,48.0,priority,0,24,830,1.7
93,6.0,12.0,priority,0,24,890,2.8
94,35.0,44.0,priority,0,24,980,3.2
95,1.0,4.0,urgent,0,12,750,2.8
96,5.0,13.0,priority,0,24,700,2.0
97,7.0,39.0,priority,0,24,880,1.5
98,14.0,31.0,priority,0,24,680,1.1
99,32.0,50.0,regular,0,40,1110,3.0
100,31.0,46.0,regular,0,40,800,1.2
101,9.0,22.0,priority,0,24,1800,7.2
102,2.0,30.0,priority,0,24,660,2.2
103,34.0,49.0,urgent,0,12,2060,6.7
104,29.0,41.0,regular,0,40,620,1.1
105,7.0,30.0,regular,0,40,970,4.3
106,18.0,31.0,regular,0,40,970,4.4
107,1.0,37.0,priority,0,24,1360,3.9
108,11.0,33.0,priority,0,24,700,2.5
109,22.0,34.0,priority,0,24,780,2.6
110,25.0,38.0,regular,0,40,1090,4.9
111,3.0,26.0,priority,0,24,1220,2.7
112,8.0,18.0,priority,0,24,760,3.3
113,2.0,44.0,priority,0,24,1610,4.6
114,1.0,32.0,urgent,0,12,720,1.3
115,2.0,40.0,priority,0,24,790,2.5
116,5.0,13.0,priority,0,24,890,2.6
117,27.0,29.0,regular,0,40,690,3.1
118,20.0,48.0,priority,0,24,840,2.3
119,33.0,41.0,priority,0,24,920,3.9
120,6.0,47.0,urgent,0,12,1180,3.9
121,21.0,45.0,priority,0,24,750,2.3
122,10.0,34.0,priority,0,24,960,2.8
123,12.0,40.0,priority,0,24,740,2.1
124,17.0,39.0,regular,0,40,660,1.2
125,14.0,23.0,priority,0,24,890,1.7
126,13.0,32.0,priority,0,24,940,3.8
127,9.0,28.0,regular,0,40,730,2.2
128,9.0,16.0,regular,0,40,720,1.1
129,30.0,48.0,priority,0,24,740,3.8
130,41.0,50.0,regular,0,40,980,4.5
131,40.0,42.0,priority,0,24,1080,4.6
132,15.0,27.0,priority,0,24,560,1.1
133,10.0,43.0,regular,0,40,890,4.2
134,9.0,23.0,priority,0,24,1150,5.1
135,15.0,40.0,priority,0,24,970,2.7
136,31.0,33.0,regular,0,40,1170,4.5
137,10.0,40.0,urgent,0,12,760,2.8
138,10.0,27.0,regular,0,40,1090,3.6
139,4.0,39.0,priority,0,24,920,2.6
140,16.0,20.0,priority,0,24,1020,4.5
141,10.0,16.0,regular,0,40,1430,4.7
142,1.0,35.0,priority,0,24,980,2.5
143,13.0,41.0,urgent,0,12,860,1.6
144,7.0,23.0,regular,0,40,690,3.3
145,4.0,40.0,urgent,0,12,670,2.0
146,27.0,29.0,regular,0,40,920,3.0
147,18.0,49.0,regular,0,40,840,1.7
148,14.0,38.0,regular,0,40,980,3.9
149,6.0,8.0,regular,0,40,740,2.2
150,12.0,27.0,regular,0,40,650,1.0
151,30.0,44.0,priority,0,24,870,1.7
152,28.0,35.0,regular,0,40,1120,5.0
153,10.0,30.0,priority,0,24,840,3.2
154,9.0,10.0,regular,0,40,950,2.2
155,6.0,21.0,priority,0,24,590,2.6
156,23.0,37.0,priority,0,24,1060,2.4
157,31.0,39.0,priority,0,24,630,1.1
158,10.0,28.0,priority,0,24,730,2.1
159,3.0,43.0,regular,0,40,860,2.6
160,6.0,30.0,priority,0,24,1290,4.4
161,27.0,29.0,regular,0,40,1440,5.7
162,39.0,47.0,regular,0,40,1470,5.0
163,33.0,43.0,regular,0,40,660,3.6
164,19.0,37.0,priority,0,24,1100,4.6
165,13.0,15.0,priority,0,24,900,3.0
166,17.0,50.0,regular,0,40,900,3.6
167,15.0,42.0,priority,0,24,790,4.0
168,5.0,43.0,regular,0,40,660,2.2
169,39.0,47.0,regular,0,40,1710,5.7
170,26.0,46.0,regular,0,40,870,2.8
171,5.0,16.0,urgent,0,12,810,2.0
172,33.0,50.0,urgent,0,12,950,2.9
173,13.0,26.0,priority,0,24,920,3.7
174,24.0,49.0,regular,0,40,700,1.2
175,21.0,27.0,priority,0,24,890,2.1
176,34.0,50.0,priority,0,24,650,1.9
177,5.0,31.0,regular,0,40,1260,3.6
178,29.0,36.0,regular,0,40,1060,2.4
179,15.0,24.0,priority,0,24,870,3.6
180,1.0,33.0,priority,0,24,830,3.3
181,4.0,24.0,regular,0,40,1250,4.1
182,5.0,29.0,regular,0,40,850,2.1
183,15.0,50.0,regular,0,40,1050,4.2
184,34.0,36.0,regular,0,40,1040,2.9
185,18.0,31.0,priority,0,24,1030,4.6
186,1.0,22.0,priority,0,24,1000,2.8
187,13.0,25.0,urgent,0,12,1010,2.1
188,36.0,38.0,regular,0,40,850,3.0
189,29.0,49.0,regular,0,40,1000,3.3
190,1.0,48.0,priority,0,24,670,2.6
191,17.0,39.0,urgent,0,12,730,1.1
192,28.0,45.0,priority,0,24,1200,4.9
193,12.0,33.0,urgent,0,12,680,1.6
194,17.0,19.0,priority,0,24,810,2.0
