id,from,to,label,release,deadline,weight,volume
1,23.0,35.0,regular,0,40,1110,4.3
2,13.0,21.0,regular,0,40,960,2.2
3,9.0,17.0,regular,0,40,970,3.5
4,22.0,36.0,priority,0,24,1100,3.2
5,13.0,22.0,regular,0,40,840,2.8
6,7.0,20.0,regular,0,40,880,3.7
7,11.0,45.0,priority,0,24,1380,4.7
8,1.0,8.0,regular,0,40,1010,3.1
9,32.0,35.0,priority,0,24,570,1.3
10,5.0,21.0,regular,0,40,660,2.4
11,11.0,17.0,priority,0,24,1030,4.3
12,16.0,40.0,priority,0,24,700,3.0
13,12.0,26.0,regular,0,40,750,1.4
14,15.0,27.0,priority,0,24,750,1.6
15,25.0,39.0,regular,0,40,1130,3.3
16,12.0,25.0,regular,0,40,1010,3.2
17,27.0,47.0,priority,0,24,890,1.7
18,38.0,44.0,priority,0,24,1200,3.6
19,16.0,47.0,priority,0,24,1170,3.7
20,23.0,26.0,priority,0,24,840,1.8
21,24.0,42.0,priority,0,24,920,4.0
22,18.0,23.0,regular,0,40,790,3.9
23,3.0,4.0,regular,0,40,910,3.7
24,17.0,28.0,priority,0,24,730,3.8
25,15.0,37.0,priority,0,24,2080,6.5
26,5.0,9.0,priority,0,24,660,2.1
27,15.0,38.0,regular,0,40,780,1.3
28,10.0,40.0,regular,0,40,900,2.0
29,45.0,49.0,priority,0,24,930,2.8
30,6.0,22.0,priority,0,24,860,3.0
31,30.0,36.0,urgent,0,12,910,2.0
32,1.0,31.0,priority,0,24,890,4.3
33,40.0,43.0,priority,0,24,660,2.9
34,10.0,15.0,regular,0,40,800,2.1
35,37.0,41.0,regular,0,40,1200,3.4
36,45.0,47.0,priority,0,24,1520,3.9
37,8.0,48.0,priority,0,24,800,3.7
38,38.0,40.0,urgent,0,12,710,2.7
39,12.0,31.0,regular,0,40,820,3.3
40,8.0,43.0,regular,0,40,800,2.1
41,7.0,9.0,regular,0,40,1530,4.5
42,8.0,16.0,regular,0,40,850,3.0
