id,from,to,label,release,deadline,weight,volume
1,25.0,43.0,priority,0,24,860,4.2
2,18.0,24.0,priority,0,24,900,3.1
3,4.0,34.0,urgent,0,12,810,3.9
4,5.0,25.0,priority,0,24,670,0.8
5,28.0,36.0,urgent,0,12,820,2.5
6,13.0,47.0,urgent,0,12,680,1.5
7,34.0,43.0,urgent,0,12,900,1.8
8,2.0,33.0,urgent,0,12,630,2.9
9,31.0,36.0,regular,0,40,1020,2.2
10,21.0,45.0,regular,0,40,1650,5.2
11,14.0,17.0,priority,0,24,1160,2.7
12,6.0,7.0,priority,0,24,870,4.3
13,17.0,37.0,regular,0,40,710,0.9
14,18.0,21.0,priority,0,24,1270,5.5
15,10.0,35.0,priority,0,24,860,2.9
16,34.0,47.0,regular,0,40,980,3.8
17,15.0,42.0,regular,0,40,880,3.0
18,20.0,22.0,urgent,0,12,920,3.0
19,36.0,49.0,priority,0,24,830,1.8
20,33.0,35.0,priority,0,24,760,1.2
21,25.0,45.0,priority,0,24,730,1.5
22,3.0,31.0,regular,0,40,730,1.2
23,18.0,37.0,priority,0,24,1110,4.9
24,6.0,36.0,priority,0,24,750,1.5
25,9.0,13.0,priority,0,24,1650,6.0
26,16.0,36.0,urgent,0,12,2040,6.3
27,6.0,7.0,priority,0,24,860,1.5
28,8.0,21.0,urgent,0,12,710,3.7
29,20.0,44.0,urgent,0,12,940,4.3
30,21.0,29.0,regular,0,40,670,2.3
31,18.0,25.0,regular,0,40,830,2.0
32,20.0,28.0,regular,0,40,1090,4.1
33,19.0,44.0,regular,0,40,600,3.3
34,14.0,27.0,regular,0,40,1750,5.6
35,14.0,26.0,urgent,0,12,660,2.5
36,17.0,22.0,regular,0,40,780,3.1
37,8.0,47.0,urgent,0,12,800,2.2
38,37.0,48.0,regular,0,40,760,2.6
39,1.0,50.0,regular,0,40,1160,3.0
40,6.0,46.0,urgent,0,12,1390,4.2
41,14.0,45.0,priority,0,24,910,2.7
42,38.0,39.0,regular,0,40,930,2.8
43,25.0,39.0,priority,0,24,710,1.0
44,19.0,50.0,regular,0,40,1130,4.0
45,5.0,28.0,urgent,0,12,880,1.8
46,2.0,14.0,regular,0,40,680,1.2
47,11.0,18.0,urgent,0,12,850,3.9
48,4.0,17.0,priority,0,24,1090,5.0
49,39.0,43.0,urgent,0,12,840,4.1
50,4.0,17.0,regular,0,40,990,3.9
51,14.0,41.0,urgent,0,12,1330,5.7
52,22.0,30.0,priority,0,24,760,1.1
53,29.0,32.0,urgent,0,12,1570,5.1
54,3.0,18.0,urgent,0,12,780,3.6
55,27.0,44.0,priority,0,24,870,2.0
56,13.0,41.0,urgent,0,12,750,1.1
57,4.0,22.0,urgent,0,12,650,2.3
58,3.0,33.0,urgent,0,12,1070,4.1
59,26.0,36.0,urgent,0,12,1390,3.7
60,16.0,31.0,urgent,0,12,1240,4.0
61,7.0,13.0,urgent,0,12,630,0.8
62,9.0,16.0,priority,0,24,640,1.1
63,8.0,31.0,priority,0,24,1180,4.2
64,31.0,48.0,urgent,0,12,1040,3.3
65,14.0,27.0,priority,0,24,580,0.5
66,26.0,42.0,urgent,0,12,1090,4.9
67,42.0,43.0,regular,0,40,1070,2.6
68,22.0,36.0,regular,0,40,1150,4.4
69,34.0,40.0,urgent,0,12,630,1.2
70,23.0,24.0,priority,0,24,620,0.6
71,8.0,45.0,regular,0,40,870,3.1
72,44.0,45.0,regular,0,40,850,1.5
73,4.0,49.0,priority,0,24,730,2.7
74,7.0,40.0,urgent,0,12,1140,4.0
75,24.0,25.0,priority,0,24,960,2.6
76,38.0,42.0,urgent,0,12,710,1.2
77,7.0,27.0,priority,0,24,800,2.6
78,34.0,44.0,urgent,0,12,820,2.7
79,7.0,34.0,regular,0,40,720,1.3
80,25.0,46.0,priority,0,24,910,3.6
81,26.0,45.0,regular,0,40,1430,4.8
82,25.0,31.0,urgent,0,12,690,2.5
83,5.0,22.0,regular,0,40,670,1.5
84,1.0,23.0,regular,0,40,820,2.4
85,9.0,49.0,urgent,0,12,930,3.7
86,9.0,45.0,regular,0,40,1730,5.6
87,13.0,39.0,regular,0,40,930,4.0
88,32.0,45.0,priority,0,24,790,2.2
89,12.0,46.0,priority,0,24,710,3.3
90,30.0,34.0,regular,0,40,850,3.0
91,25.0,30.0,priority,0,24,700,2.0
92,21.0,40.0,regular,0,40,1740,4.4
93,20.0,25.0,priority,0,24,640,2.1
94,12.0,38.0,priority,0,24,720,3.6
95,11.0,35.0,urgent,0,12,770,3.4
96,1.0,18.0,urgent,0,12,740,1.9
97,27.0,28.0,urgent,0,12,680,2.0
98,24.0,46.0,priority,0,24,830,1.6
99,22.0,48.0,regular,0,40,760,3.7
100,16.0,18.0,priority,0,24,840,4.0
101,1.0,13.0,regular,0,40,980,4.1
102,20.0,25.0,priority,0,24,870,3.7
103,5.0,15.0,regular,0,40,2320,8.8
104,43.0,50.0,priority,0,24,1300,4.3
105,43.0,45.0,regular,0,40,1210,2.7
106,11.0,13.0,urgent,0,12,1250,4.9
107,5.0,42.0,regular,0,40,910,3.2
108,14.0,36.0,priority,0,24,630,1.8
109,16.0,17.0,urgent,0,12,1010,4.6
110,1.0,28.0,urgent,0,12,800,3.9
111,26.0,43.0,urgent,0,12,1260,5.4
112,5.0,9.0,priority,0,24,990,2.3
113,14.0,27.0,regular,0,40,1110,2.7
114,9.0,48.0,priority,0,24,900,2.9
115,20.0,48.0,urgent,0,12,980,1.8
116,34.0,38.0,priority,0,24,1200,4.2
117,14.0,47.0,regular,0,40,970,3.5
118,28.0,36.0,urgent,0,12,1240,5.0
119,8.0,43.0,priority,0,24,710,2.9
120,16.0,41.0,priority,0,24,1020,2.6
