id,from,to,label,release,deadline,weight,volume
1,9.0,16.0,urgent,0,12,780,1.6
2,17.0,48.0,priority,0,24,870,3.8
3,17.0,27.0,urgent,0,12,1100,2.7
4,37.0,43.0,regular,0,40,910,3.2
5,40.0,49.0,regular,0,40,980,3.2
6,5.0,36.0,urgent,0,12,1200,2.6
7,19.0,23.0,regular,0,40,1100,3.2
8,16.0,46.0,regular,0,40,1140,4.9
9,31.0,43.0,urgent,0,12,1460,4.4
10,22.0,43.0,priority,0,24,1260,2.9
11,10.0,46.0,regular,0,40,550,1.2
12,35.0,46.0,regular,0,40,1880,6.8
13,17.0,41.0,urgent,0,12,1000,2.5
14,35.0,36.0,urgent,0,12,710,2.7
15,29.0,46.0,priority,0,24,1140,2.5
16,19.0,47.0,regular,0,40,1290,3.1
17,28.0,45.0,urgent,0,12,720,1.5
18,40.0,42.0,priority,0,24,1370,5.1
19,7.0,20.0,urgent,0,12,1360,5.7
20,2.0,50.0,regular,0,40,980,2.7
21,1.0,47.0,urgent,0,12,680,1.5
22,16.0,31.0,urgent,0,12,850,2.1
23,19.0,34.0,priority,0,24,910,2.6
24,4.0,36.0,priority,0,24,850,2.1
25,3.0,47.0,regular,0,40,730,2.0
26,28.0,32.0,priority,0,24,890,2.1
27,25.0,31.0,regular,0,40,1290,3.1
28,1.0,3.0,urgent,0,12,740,1.0
29,33.0,45.0,priority,0,24,870,3.9
30,26.0,46.0,urgent,0,12,830,2.3
31,1.0,12.0,regular,0,40,1000,4.7
32,33.0,40.0,urgent,0,12,920,1.8
33,4.0,37.0,priority,0,24,890,2.6
34,13.0,22.0,urgent,0,12,680,1.3
35,20.0,40.0,urgent,0,12,680,1.0
36,38.0,41.0,regular,0,40,840,4.2
37,31.0,37.0,regular,0,40,670,1.7
38,42.0,43.0,urgent,0,12,640,1.2
39,30.0,42.0,regular,0,40,580,1.9
40,38.0,45.0,urgent,0,12,700,1.1
41,10.0,14.0,priority,0,24,1200,2.6
42,23.0,25.0,priority,0,24,1020,4.0
43,12.0,46.0,priority,0,24,900,2.9
44,35.0,49.0,priority,0,24,630,2.3
45,7.0,10.0,priority,0,24,890,2.5
46,9.0,12.0,priority,0,24,1540,5.0
47,21.0,33.0,urgent,0,12,630,3.5
48,20.0,41.0,urgent,0,12,900,1.6
49,5.0,13.0,urgent,0,12,1220,4.9
50,4.0,35.0,urgent,0,12,770,2.7
51,7.0,46.0,urgent,0,12,1410,5.8
52,29.0,40.0,urgent,0,12,1640,5.0
53,5.0,7.0,regular,0,40,1040,3.4
54,11.0,46.0,priority,0,24,650,3.2
55,3.0,17.0,regular,0,40,720,1.1
56,41.0,50.0,priority,0,24,680,1.3
57,21.0,46.0,priority,0,24,870,3.0
58,17.0,26.0,regular,0,40,690,2.3
59,5.0,13.0,regular,0,40,910,3.0
60,7.0,8.0,regular,0,40,720,1.2
61,13.0,37.0,regular,0,40,1010,4.3
62,9.0,33.0,priority,0,24,630,1.6
63,19.0,29.0,urgent,0,12,1170,3.7
64,21.0,41.0,regular,0,40,920,3.6
65,7.0,21.0,regular,0,40,930,2.8
66,23.0,25.0,urgent,0,12,1000,4.4
67,26.0,43.0,priority,0,24,1140,5.0
68,27.0,30.0,regular,0,40,1070,2.9
69,23.0,44.0,regular,0,40,790,1.6
70,26.0,35.0,priority,0,24,640,1.9
71,17.0,36.0,regular,0,40,680,2.9
72,12.0,50.0,priority,0,24,810,2.4
73,3.0,33.0,regular,0,40,790,1.7
74,18.0,19.0,urgent,0,12,940,4.0
75,8.0,29.0,regular,0,40,980,4.0
76,25.0,46.0,urgent,0,12,670,2.2
77,7.0,17.0,urgent,0,12,910,2.1
78,16.0,21.0,urgent,0,12,950,2.2
79,6.0,14.0,urgent,0,12,1180,3.5
80,12.0,43.0,priority,0,24,1310,3.0
81,4.0,9.0,regular,0,40,1000,3.4
82,37.0,43.0,urgent,0,12,1040,4.2
83,3.0,33.0,priority,0,24,950,3.2
84,2.0,25.0,urgent,0,12,840,1.6
85,3.0,9.0,regular,0,40,1560,5.7
86,23.0,44.0,priority,0,24,810,1.4
87,26.0,44.0,regular,0,40,820,3.8
88,3.0,47.0,regular,0,40,760,3.8
89,23.0,33.0,urgent,0,12,740,1.7
90,17.0,18.0,priority,0,24,1290,3.0
91,6.0,35.0,regular,0,40,1160,3.1
92,35.0,39.0,urgent,0,12,1030,2.0
93,7.0,11.0,urgent,0,12,750,2.6
94,39.0,44.0,urgent,0,12,830,3.1
95,19.0,35.0,priority,0,24,1250,3.3
96,29.0,44.0,regular,0,40,710,2.4
97,15.0,44.0,urgent,0,12,2140,7.3
98,21.0,40.0,regular,0,40,1390,5.3
99,7.0,29.0,urgent,0,12,1250,5.3
100,7.0,19.0,priority,0,24,860,1.5
101,22.0,41.0,regular,0,40,660,1.0
102,23.0,38.0,priority,0,24,770,3.2
103,9.0,35.0,regular,0,40,1660,6.0
104,15.0,25.0,priority,0,24,800,1.4
105,7.0,38.0,priority,0,24,1250,2.8
106,9.0,26.0,regular,0,40,1050,4.5
107,6.0,16.0,priority,0,24,690,1.3
108,37.0,48.0,urgent,0,12,780,2.1
109,6.0,9.0,priority,0,24,720,3.5
110,29.0,48.0,priority,0,24,740,2.3
111,6.0,22.0,urgent,0,12,900,3.3
112,17.0,49.0,priority,0,24,910,3.9
113,1.0,22.0,priority,0,24,750,3.4
114,33.0,39.0,priority,0,24,700,1.3
115,18.0,30.0,regular,0,40,1100,3.4
116,6.0,16.0,regular,0,40,860,1.8
117,5.0,36.0,priority,0,24,1020,3.4
118,22.0,43.0,priority,0,24,1140,2.9
119,7.0,47.0,urgent,0,12,1400,4.2
120,27.0,37.0,priority,0,24,950,2.3
121,8.0,19.0,regular,0,40,800,3.5
122,26.0,40.0,urgent,0,12,660,1.1
123,25.0,45.0,priority,0,24,1250,3.3
124,15.0,27.0,urgent,0,12,790,3.4
125,33.0,37.0,regular,0,40,1610,4.1
126,26.0,49.0,priority,0,24,1620,6.6
127,22.0,27.0,priority,0,24,820,2.3
128,37.0,40.0,urgent,0,12,1450,5.6
129,21.0,42.0,regular,0,40,1250,5.2
130,1.0,28.0,priority,0,24,900,4.0
131,13.0,35.0,urgent,0,12,730,3.1
132,16.0,49.0,regular,0,40,940,2.8
133,31.0,37.0,priority,0,24,700,1.4
134,23.0,30.0,priority,0,24,620,2.0
135,25.0,39.0,regular,0,40,1530,4.5
136,1.0,48.0,regular,0,40,1060,2.7
137,11.0,23.0,regular,0,40,1000,3.5
138,16.0,37.0,priority,0,24,800,1.9
139,4.0,33.0,urgent,0,12,730,1.5
140,35.0,45.0,priority,0,24,930,2.0
141,2.0,35.0,urgent,0,12,1080,2.3
142,20.0,39.0,priority,0,24,990,3.9
143,5.0,28.0,priority,0,24,860,3.0
144,23.0,50.0,regular,0,40,710,1.2
145,23.0,44.0,regular,0,40,930,3.9
146,12.0,18.0,urgent,0,12,990,2.7
147,8.0,24.0,regular,0,40,660,1.9
148,28.0,38.0,regular,0,40,790,3.1
149,42.0,47.0,regular,0,40,870,3.9
150,10.0,39.0,urgent,0,12,800,3.2
151,23.0,45.0,priority,0,24,1190,2.6
152,10.0,25.0,urgent,0,12,1160,4.6
153,16.0,28.0,priority,0,24,1000,2.6
154,6.0,28.0,priority,0,24,680,3.0
155,7.0,44.0,regular,0,40,720,3.2
156,21.0,36.0,regular,0,40,640,0.7
157,11.0,29.0,priority,0,24,710,1.1
158,6.0,50.0,regular,0,40,850,2.6
159,8.0,43.0,priority,0,24,610,1.4
160,5.0,9.0,urgent,0,12,1050,4.2
161,26.0,33.0,priority,0,24,720,1.0
