id,from,to,label,release,deadline,weight,volume
1,18.0,34.0,priority,0,24,1010,4.1
2,7.0,45.0,priority,0,24,600,2.6
3,9.0,46.0,priority,0,24,880,3.0
4,2.0,21.0,priority,0,24,1200,3.0
5,33.0,34.0,priority,0,24,770,2.3
6,31.0,43.0,urgent,0,12,880,1.8
7,12.0,27.0,regular,0,40,950,3.9
8,28.0,39.0,urgent,0,12,620,1.1
9,43.0,46.0,regular,0,40,910,4.3
10,2.0,49.0,priority,0,24,770,2.2
11,26.0,47.0,regular,0,40,1040,4.7
12,28.0,49.0,priority,0,24,800,2.1
13,13.0,45.0,regular,0,40,1200,3.8
14,5.0,48.0,regular,0,40,2370,7.9
15,13.0,28.0,regular,0,40,870,1.7
16,33.0,46.0,regular,0,40,670,2.0
17,16.0,43.0,priority,0,24,1820,6.6
18,29.0,48.0,priority,0,24,740,1.4
19,13.0,35.0,priority,0,24,970,2.0
20,4.0,24.0,urgent,0,12,770,1.2
21,24.0,40.0,priority,0,24,870,2.4
22,29.0,37.0,priority,0,24,780,4.0
23,1.0,26.0,priority,0,24,980,3.2
24,3.0,10.0,urgent,0,12,1090,2.9
25,14.0,50.0,regular,0,40,860,3.7
26,2.0,16.0,priority,0,24,1500,6.2
27,1.0,38.0,regular,0,40,700,2.7
28,25.0,35.0,regular,0,40,660,2.6
29,22.0,44.0,priority,0,24,810,2.0
30,8.0,15.0,regular,0,40,760,2.8
31,36.0,45.0,regular,0,40,970,4.5
32,31.0,49.0,priority,0,24,1340,4.3
33,8.0,31.0,regular,0,40,800,3.7
34,20.0,36.0,priority,0,24,950,4.3
35,5.0,32.0,priority,0,24,950,2.9
36,29.0,40.0,priority,0,24,1000,2.1
37,6.0,18.0,regular,0,40,1050,3.6
38,21.0,39.0,priority,0,24,1140,2.6
39,44.0,47.0,priority,0,24,1300,4.3
40,3.0,5.0,priority,0,24,1550,4.1
41,3.0,25.0,regular,0,40,970,2.9
42,19.0,25.0,urgent,0,12,1170,4.3
43,31.0,43.0,priority,0,24,1320,4.4
44,4.0,29.0,regular,0,40,1040,2.6
45,8.0,36.0,priority,0,24,790,2.1
46,16.0,23.0,regular,0,40,1020,3.9
47,14.0,18.0,urgent,0,12,910,3.2
48,22.0,40.0,regular,0,40,960,3.5
49,18.0,32.0,priority,0,24,830,2.5
50,27.0,48.0,priority,0,24,620,0.8
51,19.0,49.0,regular,0,40,820,4.0
52,11.0,14.0,regular,0,40,730,1.5
53,9.0,22.0,priority,0,24,1850,5.3
54,6.0,7.0,regular,0,40,700,3.6
55,4.0,6.0,priority,0,24,690,3.1
56,32.0,33.0,regular,0,40,740,2.4
57,1.0,3.0,regular,0,40,630,3.5
58,6.0,38.0,regular,0,40,720,3.4
59,20.0,30.0,regular,0,40,800,2.8
60,35.0,39.0,regular,0,40,1080,2.8
61,22.0,27.0,priority,0,24,990,3.9
62,42.0,48.0,urgent,0,12,1130,4.0
63,3.0,42.0,regular,0,40,820,3.7
64,25.0,30.0,priority,0,24,1230,3.5
65,5.0,40.0,regular,0,40,1090,4.3
66,31.0,35.0,regular,0,40,1120,2.5
67,3.0,4.0,urgent,0,12,650,2.0
68,24.0,39.0,urgent,0,12,1180,3.5
69,38.0,43.0,regular,0,40,770,1.3
70,14.0,37.0,regular,0,40,590,1.7
71,9.0,17.0,priority,0,24,630,2.1
72,11.0,40.0,regular,0,40,890,4.1
73,12.0,21.0,regular,0,40,1010,2.2
74,3.0,5.0,urgent,0,12,960,3.1
75,7.0,20.0,priority,0,24,730,2.7
