id,from,to,label,release,deadline,weight,volume
1,19.0,46.0,priority,0,24,940,2.9
2,35.0,39.0,urgent,0,12,1040,2.9
3,13.0,22.0,regular,0,40,1370,3.2
4,26.0,45.0,regular,0,40,760,1.8
5,41.0,50.0,priority,0,24,1030,3.0
6,32.0,47.0,regular,0,40,770,2.3
7,42.0,43.0,priority,0,24,760,1.3
8,32.0,44.0,regular,0,40,680,2.0
9,23.0,40.0,regular,0,40,730,3.0
10,9.0,25.0,priority,0,24,1440,5.9
11,10.0,34.0,urgent,0,12,2340,7.4
12,6.0,26.0,priority,0,24,1730,5.1
13,25.0,50.0,priority,0,24,680,3.6
14,34.0,44.0,regular,0,40,770,3.6
15,4.0,32.0,regular,0,40,1220,2.7
16,25.0,43.0,priority,0,24,890,3.2
17,22.0,47.0,regular,0,40,990,2.0
18,26.0,41.0,urgent,0,12,770,3.0
19,12.0,23.0,regular,0,40,1010,3.7
20,17.0,38.0,regular,0,40,840,2.8
21,29.0,43.0,regular,0,40,670,0.8
22,33.0,38.0,priority,0,24,640,2.8
23,8.0,32.0,priority,0,24,930,1.7
24,12.0,26.0,urgent,0,12,1220,2.9
25,18.0,43.0,regular,0,40,660,3.0
26,35.0,46.0,urgent,0,12,840,3.8
27,18.0,31.0,priority,0,24,1070,4.5
28,17.0,31.0,regular,0,40,680,3.3
29,3.0,9.0,regular,0,40,850,2.3
30,2.0,10.0,regular,0,40,1110,4.4
31,32.0,35.0,priority,0,24,1170,4.4
32,25.0,28.0,regular,0,40,1060,2.4
33,26.0,45.0,regular,0,40,710,2.9
34,20.0,50.0,regular,0,40,1010,3.6
35,22.0,24.0,regular,0,40,1040,2.0
36,4.0,39.0,priority,0,24,790,3.2
37,9.0,40.0,regular,0,40,580,1.9
38,4.0,23.0,regular,0,40,780,2.8
39,13.0,19.0,priority,0,24,1010,4.4
40,11.0,25.0,priority,0,24,1040,4.7
41,17.0,48.0,regular,0,40,740,1.8
42,4.0,7.0,regular,0,40,950,4.2
43,4.0,13.0,priority,0,24,620,3.3
44,11.0,50.0,regular,0,40,640,2.5
45,11.0,29.0,regular,0,40,770,2.2
46,7.0,12.0,priority,0,24,830,3.9
47,30.0,44.0,regular,0,40,1030,4.5
48,9.0,41.0,priority,0,24,1540,4.9
49,10.0,17.0,regular,0,40,1050,2.6
50,6.0,20.0,regular,0,40,640,2.8
51,40.0,45.0,regular,0,40,1230,3.0
52,17.0,22.0,regular,0,40,1030,2.2
53,4.0,10.0,priority,0,24,680,2.2
54,6.0,18.0,priority,0,24,1120,4.5
55,11.0,22.0,priority,0,24,780,1.2
56,15.0,49.0,priority,0,24,860,2.7
57,13.0,29.0,priority,0,24,820,3.1
58,41.0,49.0,priority,0,24,980,2.6
59,11.0,31.0,regular,0,40,660,1.5
60,27.0,38.0,regular,0,40,940,1.9
61,1.0,32.0,regular,0,40,730,2.0
62,41.0,47.0,regular,0,40,1630,4.9
63,12.0,27.0,priority,0,24,850,1.5
64,25.0,29.0,regular,0,40,1270,3.9
65,3.0,39.0,regular,0,40,870,3.9
66,6.0,37.0,priority,0,24,940,3.2
67,13.0,48.0,regular,0,40,1050,3.4
68,24.0,49.0,regular,0,40,920,3.4
69,13.0,41.0,priority,0,24,640,2.2
70,22.0,38.0,regular,0,40,880,2.6
71,35.0,45.0,priority,0,24,1280,3.7
72,23.0,35.0,priority,0,24,850,3.0
73,35.0,42.0,regular,0,40,980,3.4
74,22.0,39.0,regular,0,40,1490,6.3
75,26.0,28.0,priority,0,24,1600,4.9
76,14.0,46.0,regular,0,40,880,2.8
77,8.0,38.0,priority,0,24,1090,3.1
78,12.0,20.0,regular,0,40,1670,4.2
79,23.0,24.0,priority,0,24,1420,6.1
80,15.0,50.0,priority,0,24,720,3.2
81,7.0,31.0,regular,0,40,840,2.8
82,18.0,25.0,urgent,0,12,720,2.1
83,15.0,47.0,regular,0,40,750,3.6
84,11.0,32.0,priority,0,24,940,3.6
85,19.0,38.0,priority,0,24,880,2.6
86,2.0,26.0,priority,0,24,780,1.5
87,5.0,37.0,priority,0,24,1860,6.3
88,5.0,10.0,regular,0,40,950,3.1
89,21.0,49.0,regular,0,40,1300,2.9
90,26.0,30.0,priority,0,24,1420,6.1
91,9.0,46.0,regular,0,40,810,3.0
92,25.0,40.0,regular,0,40,870,1.8
93,20.0,26.0,regular,0,40,960,2.7
94,31.0,45.0,regular,0,40,660,2.8
95,2.0,37.0,priority,0,24,1340,4.7
96,28.0,48.0,priority,0,24,850,4.1
97,15.0,46.0,urgent,0,12,1050,2.5
98,3.0,42.0,regular,0,40,950,1.8
99,1.0,24.0,regular,0,40,810,2.7
100,19.0,34.0,regular,0,40,730,2.6
101,12.0,34.0,regular,0,40,1140,4.8
102,1.0,30.0,priority,0,24,1600,6.0
103,33.0,45.0,regular,0,40,1190,2.7
104,30.0,44.0,regular,0,40,1430,4.2
105,12.0,36.0,priority,0,24,1350,4.6
106,10.0,39.0,regular,0,40,1280,2.9
107,25.0,38.0,priority,0,24,670,2.6
108,14.0,46.0,regular,0,40,880,2.9
109,38.0,47.0,priority,0,24,670,3.4
110,5.0,35.0,priority,0,24,600,2.1
111,28.0,29.0,regular,0,40,1130,4.9
112,30.0,35.0,priority,0,24,950,3.7
113,5.0,47.0,priority,0,24,720,3.6
114,17.0,29.0,priority,0,24,740,2.1
115,36.0,49.0,regular,0,40,690,3.4
116,31.0,42.0,priority,0,24,790,3.6
117,19.0,32.0,regular,0,40,1130,2.5
118,3.0,18.0,priority,0,24,1060,3.2
119,24.0,35.0,urgent,0,12,830,2.8
120,15.0,47.0,regular,0,40,770,3.2
