,from_city_id,to_city_id,distance
0,1.0,2.0,875.0
1,2.0,1.0,875.0
2,1.0,3.0,697.0
3,3.0,1.0,697.0
4,1.0,4.0,1061.0
5,4.0,1.0,1061.0
6,1.0,6.0,822.0
7,6.0,1.0,822.0
8,1.0,7.0,624.0
9,7.0,1.0,624.0
10,1.0,8.0,1069.0
11,8.0,1.0,1069.0
12,1.0,9.0,718.0
13,9.0,1.0,718.0
14,2.0,3.0,1655.0
15,3.0,2.0,1655.0
16,2.0,6.0,213.0
17,6.0,2.0,213.0
18,2.0,8.0,218.0
19,8.0,2.0,218.0
20,2.0,9.0,484.0
21,9.0,2.0,484.0
22,3.0,4.0,335.0
23,4.0,3.0,335.0
24,3.0,5.0,1629.0
25,5.0,3.0,1629.0
26,3.0,6.0,916.0
27,6.0,3.0,916.0
28,3.0,7.0,470.0
29,7.0,3.0,470.0
30,3.0,8.0,1048.0
31,8.0,3.0,1048.0
32,3.0,9.0,1064.0
33,9.0,3.0,1064.0
34,3.0,10.0,982.0
35,10.0,3.0,982.0
36,4.0,5.0,989.0
37,5.0,4.0,989.0
38,4.0,7.0,365.0
39,7.0,4.0,365.0
40,4.0,10.0,801.0
41,10.0,4.0,801.0
42,5.0,7.0,1397.0
43,7.0,5.0,1397.0
44,5.0,10.0,324.0
45,10.0,5.0,324.0
46,6.0,7.0,1390.0
47,7.0,6.0,1390.0
48,6.0,8.0,240.0
49,8.0,6.0,240.0
50,6.0,9.0,252.0
51,9.0,6.0,252.0
52,7.0,8.0,1453.0
53,8.0,7.0,1453.0
54,7.0,9.0,1579.0
55,9.0,7.0,1579.0
56,7.0,10.0,1272.0
57,10.0,7.0,1272.0
58,8.0,9.0,225.0
59,9.0,8.0,225.0
