id,from,to,label,release,deadline,weight,volume
1,30.0,48.0,regular,0,40,1300,3.1
2,15.0,30.0,regular,0,40,1110,3.8
3,25.0,37.0,priority,0,24,900,2.9
4,13.0,25.0,regular,0,40,800,2.6
5,10.0,47.0,regular,0,40,890,3.7
6,7.0,41.0,regular,0,40,1140,5.0
7,9.0,22.0,regular,0,40,1080,3.9
8,36.0,41.0,priority,0,24,1040,4.4
9,4.0,10.0,regular,0,40,790,3.1
10,27.0,44.0,regular,0,40,1150,2.5
11,10.0,33.0,regular,0,40,1660,5.3
12,6.0,15.0,regular,0,40,1720,5.3
13,1.0,38.0,regular,0,40,1070,3.4
14,25.0,32.0,regular,0,40,1660,4.5
15,16.0,38.0,regular,0,40,920,1.9
16,32.0,41.0,regular,0,40,850,3.1
17,8.0,30.0,priority,0,24,670,2.2
18,16.0,21.0,priority,0,24,960,2.1
19,12.0,46.0,regular,0,40,1390,5.0
20,28.0,46.0,regular,0,40,1130,2.6
21,7.0,13.0,priority,0,24,1780,5.5
22,8.0,11.0,priority,0,24,740,1.6
23,11.0,15.0,priority,0,24,1370,3.3
24,3.0,27.0,priority,0,24,1430,3.9
25,45.0,46.0,regular,0,40,900,2.9
26,31.0,34.0,regular,0,40,990,3.0
27,22.0,29.0,regular,0,40,1140,3.9
28,6.0,12.0,regular,0,40,1150,2.4
29,21.0,30.0,priority,0,24,1270,5.5
30,3.0,12.0,priority,0,24,1640,6.8
31,7.0,39.0,regular,0,40,960,2.8
32,26.0,42.0,priority,0,24,750,1.4
33,34.0,44.0,priority,0,24,1030,2.9
34,18.0,24.0,regular,0,40,930,4.1
35,5.0,38.0,regular,0,40,730,2.0
36,9.0,14.0,regular,0,40,1550,5.9
37,6.0,26.0,regular,0,40,900,4.1
38,7.0,30.0,priority,0,24,1040,3.9
39,3.0,10.0,priority,0,24,1580,4.4
40,16.0,33.0,regular,0,40,1370,3.4
41,33.0,43.0,regular,0,40,1220,2.8
42,2.0,22.0,priority,0,24,710,3.6
43,4.0,27.0,priority,0,24,1420,5.6
44,22.0,35.0,regular,0,40,790,2.4
45,42.0,49.0,regular,0,40,1530,5.9
46,23.0,42.0,priority,0,24,860,4.2
47,14.0,40.0,regular,0,40,1150,3.8
48,14.0,28.0,regular,0,40,800,3.9
49,3.0,22.0,regular,0,40,1130,3.7
50,17.0,48.0,priority,0,24,1050,3.7
51,25.0,36.0,priority,0,24,850,3.4
52,8.0,38.0,regular,0,40,740,2.5
53,9.0,30.0,urgent,0,12,840,3.0
54,18.0,45.0,regular,0,40,880,2.3
55,22.0,47.0,regular,0,40,1510,3.7
56,11.0,20.0,urgent,0,12,930,2.8
57,27.0,49.0,urgent,0,12,1970,6.5
58,27.0,33.0,priority,0,24,640,1.9
59,26.0,33.0,regular,0,40,1070,2.6
60,46.0,50.0,regular,0,40,690,2.6
61,43.0,48.0,regular,0,40,710,1.6
62,39.0,45.0,priority,0,24,1020,4.1
63,35.0,37.0,regular,0,40,820,3.5
64,41.0,48.0,priority,0,24,690,2.7
65,16.0,21.0,regular,0,40,960,2.2
66,33.0,48.0,priority,0,24,1280,4.7
67,26.0,44.0,priority,0,24,1060,4.2
68,39.0,44.0,priority,0,24,780,2.8
69,3.0,47.0,regular,0,40,1350,3.8
70,27.0,30.0,priority,0,24,650,2.4
71,3.0,37.0,regular,0,40,1270,4.4
72,16.0,43.0,priority,0,24,1560,5.3
73,29.0,31.0,priority,0,24,730,1.7
74,19.0,42.0,regular,0,40,1120,4.9
75,40.0,43.0,regular,0,40,960,3.8
76,17.0,20.0,priority,0,24,630,0.9
77,19.0,35.0,priority,0,24,580,1.9
78,27.0,31.0,priority,0,24,880,2.2
79,18.0,34.0,priority,0,24,650,1.2
80,6.0,31.0,regular,0,40,980,3.1
81,10.0,16.0,priority,0,24,990,3.2
82,22.0,48.0,regular,0,40,630,2.5
83,2.0,3.0,regular,0,40,1050,3.5
84,26.0,49.0,regular,0,40,1260,2.8
85,48.0,49.0,priority,0,24,1060,2.8
86,17.0,18.0,regular,0,40,680,0.9
87,17.0,29.0,regular,0,40,660,1.5
88,6.0,29.0,regular,0,40,1160,5.0
89,29.0,39.0,regular,0,40,760,3.4
90,7.0,18.0,priority,0,24,610,2.0
91,4.0,28.0,priority,0,24,820,1.6
92,33.0,34.0,priority,0,24,620,1.7
93,11.0,18.0,regular,0,40,630,3.2
94,6.0,40.0,regular,0,40,1680,4.2
95,8.0,24.0,priority,0,24,830,2.6
96,30.0,44.0,priority,0,24,790,1.5
97,24.0,26.0,urgent,0,12,720,1.1
98,35.0,40.0,regular,0,40,1290,5.0
99,1.0,22.0,priority,0,24,590,0.8
100,14.0,40.0,priority,0,24,850,1.4
101,39.0,43.0,regular,0,40,2180,7.2
102,4.0,39.0,priority,0,24,1560,4.5
103,28.0,47.0,regular,0,40,1810,6.7
104,15.0,17.0,priority,0,24,820,3.0
105,5.0,49.0,urgent,0,12,1050,2.9
106,11.0,47.0,priority,0,24,1130,2.4
107,18.0,43.0,regular,0,40,940,1.8
108,23.0,26.0,regular,0,40,560,0.4
109,6.0,34.0,priority,0,24,750,2.1
110,16.0,28.0,priority,0,24,1250,2.7
111,40.0,49.0,priority,0,24,750,1.1
112,8.0,47.0,regular,0,40,1240,5.1
113,34.0,46.0,priority,0,24,1250,5.1
114,30.0,33.0,priority,0,24,1510,5.7
115,2.0,48.0,urgent,0,12,770,1.2
116,23.0,25.0,priority,0,24,770,1.1
117,27.0,29.0,priority,0,24,740,2.7
118,13.0,28.0,regular,0,40,670,3.4
119,32.0,43.0,regular,0,40,1080,4.4
120,11.0,48.0,urgent,0,12,1720,4.5
121,12.0,28.0,priority,0,24,1410,4.7
122,23.0,50.0,urgent,0,12,1660,6.9
123,11.0,36.0,regular,0,40,1280,4.4
124,17.0,21.0,regular,0,40,1420,5.1
125,1.0,48.0,regular,0,40,790,3.0
126,2.0,21.0,regular,0,40,800,1.8
127,29.0,32.0,priority,0,24,1350,3.8
128,12.0,33.0,priority,0,24,1010,2.0
129,15.0,24.0,regular,0,40,970,4.2
130,38.0,48.0,priority,0,24,910,2.3
131,9.0,33.0,regular,0,40,820,1.8
132,13.0,50.0,priority,0,24,630,1.8
133,16.0,42.0,priority,0,24,1340,5.4
134,17.0,23.0,regular,0,40,610,2.9
135,8.0,13.0,urgent,0,12,880,3.9
136,3.0,50.0,regular,0,40,1440,4.4
137,3.0,6.0,regular,0,40,1150,4.4
138,1.0,37.0,priority,0,24,1510,4.6
139,24.0,47.0,regular,0,40,840,2.4
140,13.0,27.0,priority,0,24,1160,3.1
141,7.0,14.0,regular,0,40,1040,3.4
142,22.0,41.0,priority,0,24,560,1.4
143,5.0,41.0,priority,0,24,790,2.4
144,32.0,49.0,regular,0,40,960,2.1
145,28.0,34.0,urgent,0,12,970,2.0
146,5.0,22.0,priority,0,24,950,2.1
147,12.0,35.0,priority,0,24,780,2.8
148,27.0,42.0,regular,0,40,1080,3.1
149,25.0,28.0,regular,0,40,650,1.1
150,28.0,41.0,priority,0,24,860,1.8
151,23.0,27.0,regular,0,40,780,3.9
152,3.0,20.0,priority,0,24,1050,3.7
153,18.0,26.0,regular,0,40,760,1.2
154,40.0,48.0,regular,0,40,1250,2.8
155,10.0,21.0,regular,0,40,720,2.4
156,13.0,24.0,priority,0,24,800,2.6
157,21.0,30.0,priority,0,24,780,1.3
158,1.0,21.0,regular,0,40,810,3.6
159,34.0,36.0,regular,0,40,610,2.9
160,36.0,39.0,priority,0,24,730,2.2
161,39.0,40.0,priority,0,24,2080,6.9
162,35.0,48.0,regular,0,40,1110,4.2
163,36.0,46.0,regular,0,40,990,2.8
164,9.0,46.0,regular,0,40,880,1.7
165,15.0,30.0,regular,0,40,1070,2.6
166,21.0,45.0,priority,0,24,1000,3.7
167,24.0,45.0,priority,0,24,800,3.2
168,29.0,43.0,regular,0,40,960,3.3
169,19.0,36.0,urgent,0,12,1140,5.1
170,6.0,18.0,urgent,0,12,2050,6.1
171,38.0,41.0,regular,0,40,1150,5.2
172,15.0,39.0,regular,0,40,980,3.0
173,26.0,31.0,regular,0,40,810,2.5
