id,from,to,label,release,deadline,weight,volume
1,25.0,28.0,priority,0,24,910,2.2
2,26.0,47.0,urgent,0,12,1140,4.7
3,16.0,33.0,regular,0,40,970,3.1
4,27.0,38.0,regular,0,40,810,2.4
5,21.0,42.0,priority,0,24,1090,2.4
6,33.0,47.0,regular,0,40,780,1.3
7,6.0,40.0,regular,0,40,1040,4.7
8,5.0,13.0,urgent,0,12,750,3.2
9,5.0,19.0,priority,0,24,930,4.4
10,29.0,38.0,priority,0,24,1030,2.1
11,19.0,24.0,regular,0,40,930,2.4
12,9.0,28.0,priority,0,24,1000,3.6
13,1.0,41.0,urgent,0,12,730,2.2
14,8.0,23.0,priority,0,24,820,2.7
15,2.0,44.0,regular,0,40,1810,5.6
16,21.0,49.0,priority,0,24,1250,4.9
17,12.0,23.0,urgent,0,12,910,2.4
18,45.0,48.0,priority,0,24,1180,5.3
19,12.0,15.0,priority,0,24,1270,3.8
20,2.0,3.0,urgent,0,12,850,3.6
21,2.0,15.0,priority,0,24,930,4.2
22,16.0,38.0,regular,0,40,700,2.4
23,1.0,37.0,urgent,0,12,910,3.6
24,3.0,9.0,regular,0,40,770,2.1
25,5.0,34.0,priority,0,24,710,2.7
26,23.0,43.0,regular,0,40,770,3.3
27,13.0,20.0,regular,0,40,600,2.7
28,39.0,50.0,regular,0,40,1170,4.5
29,5.0,19.0,regular,0,40,660,3.1
30,25.0,32.0,priority,0,24,1140,3.1
31,4.0,24.0,regular,0,40,830,4.0
32,10.0,37.0,priority,0,24,750,2.2
33,4.0,24.0,regular,0,40,770,2.0
34,29.0,32.0,priority,0,24,920,3.9
35,13.0,36.0,regular,0,40,980,2.0
36,18.0,19.0,urgent,0,12,1130,4.5
37,25.0,35.0,urgent,0,12,1990,7.6
38,36.0,38.0,regular,0,40,930,4.2
39,38.0,48.0,urgent,0,12,1260,4.0
40,15.0,48.0,urgent,0,12,630,1.0
41,21.0,30.0,regular,0,40,1090,2.3
42,24.0,35.0,regular,0,40,1320,3.1
43,20.0,40.0,priority,0,24,800,2.0
44,13.0,47.0,urgent,0,12,1050,3.6
45,3.0,5.0,priority,0,24,1020,3.0
46,18.0,33.0,urgent,0,12,1290,5.6
47,9.0,18.0,urgent,0,12,790,1.2
48,14.0,23.0,regular,0,40,760,2.8
49,14.0,45.0,priority,0,24,970,1.8
50,27.0,36.0,regular,0,40,1440,6.1
51,11.0,45.0,regular,0,40,750,2.2
52,41.0,44.0,regular,0,40,1450,3.6
53,9.0,24.0,priority,0,24,1140,3.0
54,12.0,37.0,priority,0,24,740,1.6
55,16.0,43.0,regular,0,40,970,2.0
56,8.0,21.0,priority,0,24,1110,3.5
57,31.0,38.0,urgent,0,12,830,2.8
58,9.0,20.0,regular,0,40,1200,5.0
59,24.0,38.0,priority,0,24,570,3.1
60,18.0,24.0,urgent,0,12,900,3.2
61,4.0,47.0,urgent,0,12,830,1.6
62,15.0,24.0,urgent,0,12,640,1.0
63,4.0,36.0,regular,0,40,930,3.3
64,3.0,50.0,urgent,0,12,1310,3.7
65,5.0,21.0,urgent,0,12,1070,3.1
66,16.0,38.0,priority,0,24,950,1.8
67,15.0,43.0,priority,0,24,1260,4.5
68,16.0,30.0,regular,0,40,1050,3.0
69,27.0,40.0,urgent,0,12,640,0.7
70,5.0,15.0,priority,0,24,1050,3.1
71,5.0,14.0,urgent,0,12,2620,8.8
72,17.0,47.0,priority,0,24,1000,4.3
73,26.0,41.0,urgent,0,12,610,2.7
74,36.0,42.0,urgent,0,12,1330,5.4
75,3.0,16.0,urgent,0,12,980,3.7
76,8.0,37.0,urgent,0,12,970,3.7
77,18.0,40.0,urgent,0,12,810,2.3
78,26.0,50.0,priority,0,24,1110,5.0
79,5.0,21.0,regular,0,40,1380,3.6
80,14.0,35.0,priority,0,24,1400,3.6
81,13.0,18.0,urgent,0,12,760,3.0
82,7.0,28.0,priority,0,24,840,3.3
83,20.0,45.0,priority,0,24,1150,4.3
84,10.0,37.0,regular,0,40,1250,4.9
85,26.0,33.0,regular,0,40,670,2.8
86,17.0,22.0,regular,0,40,1280,5.4
87,15.0,33.0,regular,0,40,840,2.0
88,37.0,44.0,regular,0,40,740,2.6
89,12.0,26.0,urgent,0,12,670,2.1
90,37.0,43.0,urgent,0,12,610,2.5
91,9.0,13.0,urgent,0,12,760,2.3
92,2.0,24.0,urgent,0,12,1220,4.3
93,24.0,49.0,regular,0,40,780,3.3
94,21.0,25.0,urgent,0,12,630,1.4
95,14.0,39.0,urgent,0,12,890,3.6
96,15.0,23.0,urgent,0,12,600,1.8
97,21.0,30.0,urgent,0,12,1090,4.5
98,10.0,15.0,regular,0,40,1270,3.8
99,15.0,34.0,urgent,0,12,1380,4.3
100,5.0,12.0,priority,0,24,1120,4.9
101,28.0,40.0,regular,0,40,2110,6.9
102,8.0,23.0,priority,0,24,1970,6.7
103,30.0,47.0,priority,0,24,1260,3.6
104,12.0,48.0,regular,0,40,1080,4.1
105,9.0,11.0,priority,0,24,1380,3.8
106,9.0,33.0,priority,0,24,830,2.1
107,1.0,20.0,priority,0,24,730,1.8
108,3.0,13.0,priority,0,24,2270,7.8
109,12.0,30.0,priority,0,24,740,1.3
110,24.0,36.0,regular,0,40,1060,3.2
111,10.0,33.0,urgent,0,12,830,4.1
112,19.0,22.0,regular,0,40,640,2.4
113,2.0,26.0,priority,0,24,810,3.3
114,17.0,48.0,regular,0,40,920,3.2
115,20.0,46.0,regular,0,40,760,3.0
