id,from,to,label,release,deadline,weight,volume
1,40.0,43.0,priority,0,24,1130,2.3
2,39.0,45.0,regular,0,40,900,3.6
3,21.0,32.0,priority,0,24,850,1.7
4,15.0,19.0,regular,0,40,1170,4.3
5,15.0,29.0,priority,0,24,1170,5.0
6,41.0,47.0,urgent,0,12,700,1.2
7,25.0,36.0,priority,0,24,740,2.1
8,28.0,32.0,regular,0,40,920,2.7
9,31.0,37.0,regular,0,40,730,2.3
10,24.0,46.0,priority,0,24,1350,5.5
11,30.0,34.0,priority,0,24,950,1.8
12,17.0,29.0,regular,0,40,810,2.5
13,38.0,43.0,regular,0,40,1020,4.5
14,24.0,25.0,regular,0,40,710,2.3
15,8.0,25.0,regular,0,40,940,2.1
16,12.0,18.0,urgent,0,12,800,2.4
17,25.0,30.0,regular,0,40,960,3.7
18,16.0,34.0,urgent,0,12,940,2.9
19,6.0,44.0,priority,0,24,930,2.0
20,5.0,17.0,urgent,0,12,1780,6.0
21,8.0,45.0,priority,0,24,1260,5.0
22,4.0,26.0,priority,0,24,770,1.1
23,9.0,45.0,regular,0,40,980,4.6
24,2.0,23.0,regular,0,40,680,1.3
25,6.0,20.0,priority,0,24,2720,9.2
26,4.0,32.0,urgent,0,12,920,4.0
27,7.0,39.0,regular,0,40,1390,5.1
28,19.0,50.0,priority,0,24,1510,5.6
29,15.0,26.0,priority,0,24,1410,4.9
30,3.0,38.0,priority,0,24,990,2.8
31,24.0,38.0,regular,0,40,730,2.7
32,21.0,36.0,regular,0,40,720,3.7
33,21.0,46.0,priority,0,24,2190,6.6
34,15.0,42.0,regular,0,40,960,4.4
35,19.0,37.0,priority,0,24,660,3.6
36,17.0,38.0,regular,0,40,1120,3.7
37,23.0,31.0,regular,0,40,900,3.2
38,38.0,47.0,priority,0,24,1420,4.4
39,12.0,48.0,priority,0,24,670,2.6
40,38.0,41.0,urgent,0,12,1010,2.6
41,35.0,49.0,priority,0,24,680,0.8
42,16.0,17.0,priority,0,24,740,2.0
43,26.0,38.0,priority,0,24,1240,4.6
44,37.0,41.0,priority,0,24,900,1.6
45,38.0,41.0,regular,0,40,1080,3.2
46,21.0,31.0,regular,0,40,880,2.3
47,8.0,13.0,regular,0,40,850,3.5
48,5.0,16.0,priority,0,24,1300,4.6
49,3.0,32.0,priority,0,24,1740,6.4
50,31.0,33.0,urgent,0,12,740,1.6
51,1.0,37.0,regular,0,40,1390,5.5
52,37.0,41.0,priority,0,24,970,2.5
53,17.0,22.0,regular,0,40,720,3.8
54,17.0,22.0,priority,0,24,590,2.3
55,31.0,42.0,regular,0,40,900,3.4
56,7.0,26.0,regular,0,40,1190,3.9
57,38.0,50.0,priority,0,24,900,4.1
58,37.0,50.0,regular,0,40,1390,5.0
59,38.0,50.0,priority,0,24,1010,4.0
60,14.0,45.0,regular,0,40,2220,6.0
61,21.0,24.0,regular,0,40,940,2.8
62,20.0,39.0,urgent,0,12,760,3.6
63,5.0,29.0,priority,0,24,1480,5.0
64,2.0,21.0,priority,0,24,1350,3.6
65,30.0,41.0,priority,0,24,1200,4.3
66,28.0,49.0,urgent,0,12,1080,2.7
67,19.0,37.0,urgent,0,12,950,2.2
68,31.0,34.0,regular,0,40,1200,4.9
69,11.0,27.0,regular,0,40,1220,3.2
70,18.0,41.0,urgent,0,12,650,2.7
71,18.0,32.0,regular,0,40,1110,2.5
72,13.0,41.0,priority,0,24,640,3.3
73,8.0,16.0,priority,0,24,950,3.9
74,3.0,26.0,regular,0,40,1130,4.3
75,24.0,36.0,priority,0,24,1560,5.2
76,16.0,23.0,regular,0,40,890,3.3
77,21.0,33.0,priority,0,24,770,2.7
78,37.0,42.0,regular,0,40,830,2.7
79,14.0,49.0,priority,0,24,920,2.8
80,16.0,19.0,priority,0,24,980,4.2
81,11.0,29.0,priority,0,24,790,1.5
82,35.0,41.0,regular,0,40,1080,2.2
83,6.0,10.0,priority,0,24,820,4.0
84,33.0,38.0,priority,0,24,1080,4.6
85,16.0,31.0,regular,0,40,1080,3.6
86,5.0,12.0,priority,0,24,710,1.1
87,43.0,44.0,priority,0,24,760,1.5
88,16.0,46.0,regular,0,40,660,1.8
89,6.0,26.0,priority,0,24,810,1.6
90,4.0,21.0,regular,0,40,1070,4.8
91,4.0,32.0,priority,0,24,1490,5.8
92,3.0,37.0,priority,0,24,1190,3.3
93,16.0,17.0,priority,0,24,750,1.2
94,12.0,22.0,priority,0,24,2390,9.2
95,39.0,42.0,priority,0,24,650,0.8
96,17.0,28.0,priority,0,24,1160,2.7
97,27.0,32.0,priority,0,24,970,3.3
98,1.0,28.0,priority,0,24,750,2.6
