id,from,to,label,release,deadline,weight,volume
1,39.0,40.0,regular,0,40,1020,3.7
2,30.0,36.0,urgent,0,12,1040,2.2
3,17.0,34.0,priority,0,24,1010,1.9
4,8.0,49.0,priority,0,24,840,3.1
5,17.0,41.0,urgent,0,12,900,3.8
6,11.0,23.0,regular,0,40,1250,3.2
7,12.0,21.0,urgent,0,12,630,2.6
8,39.0,50.0,priority,0,24,700,2.2
9,28.0,39.0,regular,0,40,1290,4.8
10,6.0,14.0,priority,0,24,680,2.5
11,2.0,34.0,regular,0,40,900,2.2
12,4.0,42.0,priority,0,24,1000,3.7
13,27.0,45.0,regular,0,40,910,2.5
14,37.0,50.0,priority,0,24,1310,5.2
15,8.0,35.0,priority,0,24,1320,5.1
16,5.0,27.0,regular,0,40,610,2.9
17,3.0,42.0,priority,0,24,790,3.6
18,2.0,42.0,priority,0,24,1370,3.6
19,17.0,35.0,regular,0,40,780,1.7
20,14.0,15.0,regular,0,40,2120,7.4
21,3.0,48.0,urgent,0,12,1840,5.9
22,17.0,39.0,priority,0,24,1120,2.6
23,35.0,47.0,priority,0,24,1190,4.0
24,18.0,50.0,regular,0,40,890,2.9
25,16.0,22.0,regular,0,40,660,2.0
26,6.0,15.0,priority,0,24,1760,4.6
27,14.0,37.0,priority,0,24,700,2.8
28,31.0,44.0,regular,0,40,1380,5.7
29,13.0,42.0,regular,0,40,1100,3.5
30,15.0,30.0,urgent,0,12,1180,4.5
31,16.0,46.0,regular,0,40,890,1.7
32,8.0,15.0,regular,0,40,700,2.5
33,40.0,47.0,regular,0,40,790,3.4
34,8.0,28.0,priority,0,24,800,2.1
35,27.0,35.0,regular,0,40,730,2.0
36,17.0,41.0,regular,0,40,1260,5.3
37,8.0,25.0,priority,0,24,980,2.4
38,44.0,49.0,priority,0,24,930,2.0
39,9.0,15.0,urgent,0,12,840,1.4
40,6.0,18.0,regular,0,40,760,1.5
41,1.0,5.0,regular,0,40,1440,4.8
42,19.0,20.0,priority,0,24,760,3.1
43,23.0,34.0,regular,0,40,860,2.0
44,5.0,12.0,regular,0,40,1080,4.5
45,13.0,38.0,priority,0,24,660,3.5
46,7.0,20.0,regular,0,40,800,3.0
47,5.0,12.0,priority,0,24,1120,2.9
48,12.0,18.0,regular,0,40,1090,4.0
49,10.0,30.0,regular,0,40,760,2.4
50,36.0,37.0,priority,0,24,1000,4.2
51,20.0,41.0,priority,0,24,880,3.5
52,8.0,33.0,urgent,0,12,680,2.5
53,36.0,46.0,regular,0,40,630,2.2
54,4.0,19.0,regular,0,40,860,2.5
55,30.0,48.0,priority,0,24,800,1.7
56,19.0,44.0,regular,0,40,800,1.8
57,38.0,45.0,regular,0,40,940,4.3
58,16.0,37.0,priority,0,24,670,2.0
59,1.0,30.0,priority,0,24,910,3.4
60,6.0,28.0,regular,0,40,1510,4.3
61,16.0,45.0,priority,0,24,2010,8.0
62,30.0,41.0,regular,0,40,1200,4.5
63,34.0,42.0,priority,0,24,760,2.4
64,15.0,42.0,regular,0,40,1020,4.3
65,14.0,37.0,regular,0,40,800,2.1
66,1.0,7.0,regular,0,40,1050,4.6
67,11.0,43.0,priority,0,24,2600,10.0
68,3.0,16.0,priority,0,24,1140,3.4
69,9.0,39.0,regular,0,40,1030,4.6
70,11.0,46.0,priority,0,24,620,1.4
71,16.0,34.0,priority,0,24,610,2.2
72,9.0,29.0,priority,0,24,830,2.4
73,2.0,26.0,priority,0,24,910,1.7
74,7.0,24.0,priority,0,24,810,3.6
75,21.0,23.0,regular,0,40,1160,2.7
76,24.0,35.0,priority,0,24,830,3.7
77,16.0,19.0,regular,0,40,960,1.8
78,27.0,44.0,urgent,0,12,880,3.6
79,20.0,43.0,regular,0,40,930,3.8
80,2.0,25.0,priority,0,24,740,3.8
81,13.0,40.0,regular,0,40,710,0.9
82,16.0,39.0,regular,0,40,1020,4.2
83,31.0,38.0,urgent,0,12,1030,2.3
84,4.0,20.0,priority,0,24,740,3.1
85,16.0,50.0,priority,0,24,760,1.6
86,37.0,41.0,priority,0,24,860,2.4
87,17.0,38.0,priority,0,24,2010,7.0
88,20.0,41.0,regular,0,40,700,0.9
89,1.0,42.0,regular,0,40,1280,3.0
90,24.0,38.0,regular,0,40,810,1.3
91,12.0,36.0,priority,0,24,850,2.5
92,7.0,19.0,regular,0,40,1030,4.4
93,16.0,40.0,urgent,0,12,1210,4.1
94,28.0,43.0,regular,0,40,820,2.9
95,39.0,42.0,regular,0,40,660,1.2
96,32.0,48.0,priority,0,24,840,1.4
97,5.0,16.0,regular,0,40,820,2.4
98,4.0,26.0,urgent,0,12,1140,5.2
99,7.0,29.0,urgent,0,12,880,2.7
100,13.0,41.0,regular,0,40,820,2.2
101,19.0,44.0,priority,0,24,720,3.6
102,24.0,49.0,regular,0,40,1060,2.7
103,29.0,48.0,regular,0,40,560,2.4
104,21.0,43.0,priority,0,24,850,4.0
105,22.0,29.0,priority,0,24,750,3.3
106,15.0,39.0,regular,0,40,1300,3.6
107,22.0,35.0,regular,0,40,590,2.7
108,18.0,44.0,priority,0,24,780,2.3
109,12.0,50.0,priority,0,24,750,1.8
110,2.0,44.0,priority,0,24,1590,5.8
111,15.0,30.0,regular,0,40,1530,6.2
112,2.0,9.0,regular,0,40,760,2.8
113,35.0,39.0,urgent,0,12,830,3.9
114,10.0,26.0,urgent,0,12,1360,5.1
115,15.0,42.0,priority,0,24,1400,3.5
116,20.0,28.0,priority,0,24,1300,3.8
117,6.0,34.0,priority,0,24,710,1.5
118,6.0,37.0,priority,0,24,730,2.0
119,16.0,40.0,regular,0,40,1000,4.4
120,4.0,14.0,regular,0,40,1290,3.6
121,34.0,37.0,regular,0,40,1250,4.7
122,5.0,39.0,priority,0,24,730,2.7
123,21.0,32.0,priority,0,24,1580,5.0
124,26.0,50.0,priority,0,24,1930,5.4
125,14.0,28.0,priority,0,24,790,3.9
126,23.0,43.0,regular,0,40,870,2.6
127,37.0,43.0,priority,0,24,640,2.7
128,17.0,50.0,regular,0,40,1350,3.1
129,23.0,50.0,priority,0,24,1090,4.8
130,39.0,42.0,priority,0,24,1410,5.7
131,5.0,27.0,urgent,0,12,1070,3.6
132,19.0,36.0,regular,0,40,780,2.1
133,28.0,34.0,urgent,0,12,1280,4.1
134,28.0,45.0,regular,0,40,890,1.8
135,36.0,41.0,regular,0,40,580,2.6
136,18.0,26.0,regular,0,40,750,1.2
137,26.0,35.0,priority,0,24,760,1.3
138,37.0,45.0,regular,0,40,790,2.7
139,19.0,29.0,priority,0,24,1260,3.2
140,28.0,29.0,priority,0,24,800,2.3
141,6.0,44.0,urgent,0,12,750,1.4
142,24.0,26.0,urgent,0,12,670,2.8
143,21.0,23.0,regular,0,40,850,2.8
144,24.0,35.0,priority,0,24,750,2.5
145,8.0,31.0,regular,0,40,870,3.2
146,8.0,16.0,regular,0,40,1090,2.8
147,13.0,42.0,regular,0,40,580,1.9
148,5.0,27.0,regular,0,40,600,3.4
149,11.0,26.0,priority,0,24,900,1.6
150,36.0,48.0,regular,0,40,890,4.2
151,7.0,31.0,regular,0,40,1140,2.9
152,19.0,32.0,priority,0,24,1130,4.3
153,26.0,48.0,regular,0,40,1230,5.1
154,38.0,41.0,urgent,0,12,670,2.1
155,37.0,43.0,priority,0,24,920,4.3
156,17.0,32.0,priority,0,24,1010,3.2
157,5.0,23.0,priority,0,24,880,2.8
158,12.0,30.0,regular,0,40,810,3.7
159,15.0,29.0,priority,0,24,1090,2.2
160,26.0,30.0,priority,0,24,1450,6.0
161,34.0,40.0,urgent,0,12,990,3.4
162,31.0,43.0,priority,0,24,1450,5.8
163,15.0,47.0,regular,0,40,900,3.7
164,14.0,42.0,urgent,0,12,870,3.4
165,30.0,45.0,urgent,0,12,890,4.3
166,24.0,30.0,priority,0,24,660,1.2
167,14.0,22.0,priority,0,24,840,3.5
168,7.0,48.0,priority,0,24,1170,2.5
169,6.0,32.0,priority,0,24,1080,2.8
170,4.0,18.0,urgent,0,12,720,2.2
171,5.0,32.0,priority,0,24,790,2.9
172,15.0,26.0,regular,0,40,750,2.5
173,17.0,43.0,regular,0,40,880,2.3
174,25.0,36.0,regular,0,40,1400,3.5
175,22.0,41.0,regular,0,40,900,3.2
176,9.0,36.0,priority,0,24,690,2.6
177,17.0,46.0,regular,0,40,1150,4.5
178,14.0,41.0,priority,0,24,910,2.3
179,7.0,14.0,regular,0,40,1380,5.3
180,15.0,49.0,urgent,0,12,740,2.8
181,25.0,42.0,priority,0,24,1250,5.1
182,43.0,46.0,priority,0,24,940,2.5
183,5.0,39.0,priority,0,24,1060,4.9
184,8.0,42.0,urgent,0,12,870,3.4
185,31.0,42.0,urgent,0,12,780,3.1
186,15.0,27.0,priority,0,24,610,2.5
187,5.0,22.0,priority,0,24,3620,12.6
188,17.0,35.0,regular,0,40,900,3.1
189,13.0,43.0,priority,0,24,750,2.4
190,3.0,24.0,urgent,0,12,1370,4.8
191,6.0,18.0,urgent,0,12,600,0.7
192,8.0,23.0,priority,0,24,670,1.5
193,3.0,32.0,regular,0,40,1030,3.3
194,8.0,50.0,priority,0,24,1380,5.3
195,6.0,21.0,regular,0,40,840,2.5
196,33.0,43.0,priority,0,24,890,3.5
197,13.0,48.0,priority,0,24,1110,3.9
198,11.0,40.0,regular,0,40,1410,5.6
199,28.0,37.0,urgent,0,12,1110,3.3
200,8.0,48.0,priority,0,24,810,1.4
201,8.0,29.0,regular,0,40,880,3.6
202,22.0,37.0,priority,0,24,700,2.8
203,34.0,44.0,regular,0,40,1530,5.8
204,29.0,38.0,urgent,0,12,1070,4.6
205,6.0,33.0,regular,0,40,920,1.6
206,16.0,21.0,priority,0,24,880,4.2
207,24.0,50.0,priority,0,24,1250,4.1
208,32.0,44.0,priority,0,24,880,3.5
209,19.0,47.0,priority,0,24,680,2.8
210,16.0,37.0,regular,0,40,1080,3.7
211,9.0,40.0,priority,0,24,830,2.7
212,7.0,9.0,priority,0,24,1580,4.2
213,14.0,23.0,regular,0,40,820,1.3
214,15.0,31.0,priority,0,24,1190,4.8
215,20.0,24.0,priority,0,24,840,2.5
216,29.0,33.0,regular,0,40,990,3.7
217,36.0,37.0,priority,0,24,1150,3.1
218,16.0,42.0,priority,0,24,940,1.9
219,19.0,33.0,urgent,0,12,880,3.9
220,30.0,37.0,regular,0,40,710,1.0
221,14.0,25.0,priority,0,24,1050,4.1
222,26.0,49.0,priority,0,24,1050,2.6
223,8.0,48.0,priority,0,24,770,2.1
224,27.0,48.0,regular,0,40,650,3.0
225,30.0,39.0,regular,0,40,750,2.3
226,21.0,42.0,priority,0,24,1050,4.0
227,42.0,50.0,priority,0,24,1150,4.7
228,44.0,50.0,priority,0,24,870,1.6
229,4.0,50.0,urgent,0,12,720,1.5
230,29.0,42.0,priority,0,24,680,2.0
231,34.0,39.0,regular,0,40,1100,4.2
232,36.0,43.0,regular,0,40,1640,6.8
233,18.0,33.0,regular,0,40,1070,3.8
234,41.0,48.0,regular,0,40,1320,4.7
235,14.0,45.0,urgent,0,12,1820,6.9
236,7.0,33.0,urgent,0,12,650,2.3
237,22.0,49.0,urgent,0,12,990,3.5
238,21.0,39.0,regular,0,40,980,2.5
239,10.0,12.0,urgent,0,12,930,3.9
240,12.0,50.0,regular,0,40,990,2.4
241,11.0,14.0,regular,0,40,1310,3.0
242,13.0,14.0,priority,0,24,740,2.0
243,13.0,14.0,priority,0,24,850,3.2
244,37.0,43.0,regular,0,40,1020,2.3
245,31.0,36.0,priority,0,24,710,2.7
246,13.0,38.0,regular,0,40,1440,4.3
247,6.0,40.0,priority,0,24,810,2.2
248,15.0,29.0,regular,0,40,1360,4.0
249,25.0,36.0,priority,0,24,790,2.1
250,18.0,47.0,urgent,0,12,750,2.8
251,18.0,30.0,priority,0,24,990,2.0
252,10.0,28.0,priority,0,24,1250,4.4
253,26.0,42.0,urgent,0,12,770,3.5
254,7.0,8.0,regular,0,40,1070,3.3
255,28.0,37.0,priority,0,24,850,3.5
256,31.0,49.0,regular,0,40,1410,4.3
257,3.0,8.0,regular,0,40,700,2.0
258,41.0,46.0,regular,0,40,1110,4.5
259,1.0,38.0,priority,0,24,1340,3.5
260,27.0,42.0,priority,0,24,1000,2.9
261,4.0,24.0,priority,0,24,800,3.7
262,5.0,47.0,urgent,0,12,1320,5.4
263,2.0,11.0,urgent,0,12,1560,6.1
264,17.0,41.0,urgent,0,12,720,2.4
265,17.0,44.0,regular,0,40,1010,2.2
266,16.0,46.0,urgent,0,12,840,3.9
267,16.0,20.0,priority,0,24,790,2.6
268,11.0,40.0,priority,0,24,1230,4.1
269,29.0,34.0,priority,0,24,800,1.3
270,27.0,45.0,regular,0,40,860,2.6
271,6.0,13.0,regular,0,40,1490,5.4
272,20.0,28.0,regular,0,40,690,3.5
273,28.0,33.0,priority,0,24,1590,5.5
274,19.0,28.0,regular,0,40,700,2.4
275,1.0,38.0,regular,0,40,1390,5.5
276,13.0,34.0,regular,0,40,870,3.5
277,28.0,43.0,urgent,0,12,800,1.7
278,4.0,45.0,priority,0,24,670,2.3
279,6.0,38.0,regular,0,40,990,3.9
280,43.0,46.0,regular,0,40,810,2.6
281,31.0,36.0,regular,0,40,1120,4.6
282,4.0,6.0,regular,0,40,820,1.6
283,27.0,38.0,priority,0,24,990,3.4
284,24.0,41.0,priority,0,24,850,2.8
285,1.0,42.0,regular,0,40,740,1.0
286,8.0,19.0,regular,0,40,710,3.6
287,8.0,38.0,regular,0,40,870,3.6
288,4.0,25.0,priority,0,24,660,1.5
289,7.0,26.0,priority,0,24,790,2.7
290,5.0,43.0,regular,0,40,570,3.1
291,14.0,29.0,regular,0,40,720,3.2
292,35.0,40.0,regular,0,40,1010,3.3
293,17.0,28.0,priority,0,24,1370,4.8
294,4.0,14.0,priority,0,24,1160,2.6
295,10.0,25.0,priority,0,24,690,1.7
296,18.0,47.0,regular,0,40,770,2.1
297,25.0,40.0,regular,0,40,950,3.8
298,31.0,50.0,priority,0,24,880,2.8
299,6.0,33.0,priority,0,24,710,0.9
300,20.0,29.0,regular,0,40,720,3.5
301,22.0,29.0,regular,0,40,840,3.8
302,12.0,48.0,priority,0,24,1590,6.6
303,6.0,24.0,regular,0,40,1100,2.4
304,2.0,13.0,priority,0,24,1000,1.9
305,42.0,44.0,regular,0,40,850,4.2
306,1.0,7.0,regular,0,40,810,1.9
307,14.0,33.0,priority,0,24,1880,6.2
308,27.0,43.0,regular,0,40,650,1.9
309,10.0,33.0,priority,0,24,1010,3.2
310,25.0,34.0,regular,0,40,690,2.6
