id,name,coordinate_x,coordinate_y,airport
1.0,wjz,7.120078050296348,4.369254743008946,False
2.0,cfp,6.440061009002102,1.2416082347494524,True
3.0,pth,4.1889295380853735,6.19878964753592,False
4.0,wgy,10.406877739207328,4.827408239907304,True
5.0,rzg,11.515479914754305,6.504752087345076,False
6.0,hms,10.428892693504178,5.90945907326608,False
7.0,jhd,18.85570503383396,5.196666386855416,False
8.0,lih,0.611698596858643,6.4918980158051465,False
9.0,pfs,18.295544441893668,0.3889721243464276,False
10.0,jgk,8.6967786462037,3.228012774594913,False
11.0,cay,7.35578668778299,6.30792781412611,False
12.0,tbc,0.6148012215279564,5.202684680040097,False
13.0,naq,17.481744254234115,3.659292179057287,True
14.0,fbr,1.8725443196208902,2.024926200838744,False
15.0,oyc,7.015341596214373,3.2636984710237043,False
16.0,zfe,8.214099115401224,5.1022994114057525,False
17.0,hbn,3.0941399451909812,0.11624777402570419,False
18.0,evx,6.01224524859586,0.27660460079051463,False
19.0,jor,16.12619511574682,5.214509780370817,False
20.0,dph,17.795093970049034,1.9160320725396587,False
21.0,yhq,4.078788669268205,1.678524790224127,False
22.0,jtn,9.311083700476424,1.7581212384230303,False
23.0,qcf,0.9744970752788129,1.8429037652345472,True
24.0,amv,12.276783375633904,2.1469852734734998,False
25.0,lyp,13.554469877698331,6.095173150775104,False
